,Actual,Predict,diff,ARD
3635,10.1242366,8.950611,1.173625485,11.59223797
8460,10.17430412,9.843452,0.330851667,3.25184029
1208,5.682540087,4.4425325,1.240007548,21.82136101
11483,3.54917483,7.548409,3.999234155,112.6806754
8744,11.52267443,11.571089,0.048414361,0.420167821
2119,4.486065753,6.3071527,1.821086995,40.59429903
6075,9.63517339,8.449586,1.185587475,12.3047852
10264,11.52281787,11.585079,0.062261323,0.540329033
9647,10.1031401,9.950514,0.152626255,1.510679786
8159,8.767220585,8.586405,0.180815784,2.062404876
4336,10.91318375,10.3298435,0.583340231,5.34528022
8398,8.159157696,8.380797,0.221639691,2.716448347
2238,5.647766952,5.735155,0.087388153,1.547302648
1989,10.00402306,9.584498,0.419524651,4.193563468
7633,8.620502147,9.816009,1.195506421,13.86818114
2802,10.65629431,11.365447,0.709152738,6.654777669
7614,10.4051697,9.261439,1.143730372,10.99194659
2879,6.647794786,6.9236917,0.275896964,4.150202031
8049,9.015952695,8.307942,0.708010305,7.85286613
8727,11.52275099,11.466326,0.056425232,0.489683338
7484,8.617704102,8.24891,0.368794152,4.27949368
3894,9.921798208,9.4451685,0.476629712,4.803864154
1433,9.15813164,8.717068,0.441063921,4.816087572
2034,6.472174695,6.9669466,0.494771907,7.644600596
95,9.409604875,6.757151,2.652453748,28.18879124
2685,8.638604691,8.409754,0.228850892,2.649162678
5896,11.79131479,9.795396,1.995918935,16.92702487
11253,4.912410394,6.4322968,1.519886359,30.93972784
12263,3.534729001,7.970805,4.436076167,125.4997483
59,8.209028968,8.170324,0.038704643,0.471492652
8247,10.10576536,9.17268,0.933085464,9.233198389
11463,3.528312753,7.252014,3.723701408,105.5377317
3307,10.11031891,8.53873,1.571589241,15.54440491
8375,10.18254468,9.950514,0.232030842,2.278710174
5405,10.18705073,9.181711,1.005339536,9.868800689
3817,10.12394503,9.125186,0.998759065,9.865314641
1964,2.659205604,6.2316794,3.572473835,134.3436472
3785,9.999252447,8.938968,1.060284742,10.60363715
6647,10.11665362,9.801135,0.315518557,3.118804221
8986,11.79068213,10.549694,1.240988071,10.52515977
3573,8.12182402,7.9358654,0.185958618,2.28961647
1923,8.054078276,8.017488,0.03659075,0.454307426
8817,9.800035705,9.378705,0.42133068,4.299277243
2678,2.917434336,4.4705515,1.553117155,53.23571966
12155,4.424015967,9.097604,4.673587831,105.6413012
10263,11.52281787,11.585079,0.062261323,0.540329033
2973,7.112782645,6.8815975,0.231185126,3.25027709
1107,8.522321423,7.9313655,0.590955933,6.934213037
11484,3.820597644,7.548409,3.727811341,97.57141954
10442,11.52265226,11.564205,0.041552909,0.360617838
5286,11.79900016,10.606504,1.192495716,10.106756
6874,8.641795449,7.9911413,0.650654129,7.529154706
10692,11.52286589,11.578634,0.055768369,0.483977745
6927,7.421604949,7.3272595,0.094345408,1.27122704
3821,11.81248237,10.393291,1.419190897,12.01433641
373,7.031078075,5.9823465,1.04873154,14.91565822
6076,11.14000403,8.975016,2.164988391,19.4343559
1634,6.571544434,8.93252,2.360975479,35.92725561
3429,9.280918753,8.5949955,0.685923254,7.39068266
11939,3.818803189,7.2031064,3.384303214,88.6220903
7438,0.297531951,2.151608,1.85407604,623.1519153
1022,9.192196858,8.304152,0.888045323,9.660855527
5270,11.53259833,10.979431,0.553167176,4.796554193
3678,3.926831324,5.718707,1.791875761,45.63159272
7924,8.758098523,7.875842,0.882256429,10.07360811
6326,11.52246109,10.819133,0.703328281,6.103974496
744,7.164253671,8.489067,1.324813407,18.49199359
10984,8.778188357,8.307942,0.470245967,5.356986409
4097,9.984677704,9.236704,0.747973831,7.4912153
12190,4.427645604,9.338061,4.910415728,110.9035328
8390,8.952374811,8.911162,0.041212435,0.460356184
4702,11.06588319,9.825349,1.240534337,11.21043996
8868,8.735014836,8.0565605,0.67845432,7.767065641
1047,10.62818374,10.338323,0.289861098,2.72728384
10947,11.52280067,11.659368,0.136566892,1.185192161
4189,6.648221293,6.257324,0.390897074,5.879727458
895,8.708039005,7.7944,0.91363879,10.49190299
4404,6.51765566,7.087196,0.569540213,8.738423282
8856,11.13185433,10.637571,0.494282998,4.440260521
1399,8.615835511,6.087465,2.528370701,29.34562188
6769,10.48697043,9.626075,0.86089564,8.209190981
5111,8.142898136,8.46993,0.327031559,4.016160563
1434,9.503484029,8.731035,0.772448796,8.128061525
9974,11.52261155,11.585079,0.062467646,0.542129296
3570,10.07114063,9.236704,0.834436759,8.285423292
4640,8.704325225,7.8980656,0.806259658,9.262747012
624,9.747293621,9.941607,0.194313854,1.993511082
9968,11.52259376,11.47183,0.050763396,0.44055848
1692,9.65654032,9.592757,0.063783095,0.660519373
5587,10.16841201,9.01676,1.151652141,11.32578039
2732,8.569520705,7.3648767,1.204643958,14.057309
1427,10.31666177,8.804765,1.511897019,14.65490292
4504,8.463001889,8.202422,0.260579747,3.079047988
7621,11.38107656,10.922114,0.458962186,4.032681411
119,7.247923158,8.316926,1.069002844,14.74909182
2390,5.810281612,5.9446054,0.134323739,2.311829225
7054,8.779405789,8.78042,0.001014515,0.011552163
4092,6.748075211,7.0410666,0.292991436,4.341851268
10340,11.52267284,11.577534,0.054860879,0.476114852
2417,7.861911859,8.536038,0.67412654,8.574582786
11105,7.409134521,7.7159004,0.3067659,4.140373995
10587,11.52275355,11.571089,0.048335237,0.419478262
3238,10.91902435,8.609088,2.309936403,21.15515337
5687,10.42324538,9.198287,1.224958372,11.7521783
5843,4.641808794,5.8268204,1.185011579,25.52909131
11039,8.246380538,8.273813,0.02743271,0.332660641
5363,8.102725213,7.8211246,0.281600659,3.475381501
11215,7.492645947,8.104584,0.611937793,8.167182292
4822,1.812991595,4.6530995,2.840107942,156.6531204
2540,9.257291556,8.82782,0.429471732,4.639278708
8298,11.46575839,9.392725,2.073033396,18.08021168
5034,5.134321533,7.3232994,2.188977875,42.63421861
1530,9.981989939,8.673852,1.308137972,13.10498154
2638,5.723683145,6.1212087,0.397525523,6.945275366
9021,11.77767249,10.925229,0.852443415,7.237792432
6946,9.257378043,8.969608,0.287769736,3.108548031
1941,11.79397249,8.977619,2.816353315,23.87960027
4847,10.10429482,8.831799,1.272496262,12.59361329
12181,5.132487687,10.349286,5.216798393,101.6426854
7113,11.53117839,10.695444,0.835734279,7.247606081
1053,5.690133977,8.298384,2.608249735,45.83811265
1945,8.614113039,7.931084,0.683028883,7.929185927
11966,5.119099659,10.275762,5.156661945,100.7337752
11244,6.67516701,8.262993,1.587825849,23.78706012
11101,6.620630044,7.847767,1.227136833,18.535048
5697,8.52851808,8.099608,0.428909658,5.02912787
3088,10.60477013,7.9150624,2.689707698,25.36318745
1650,10.15685077,8.284776,1.872075033,18.43164589
10341,11.52267284,11.577534,0.054860879,0.476114852
7458,5.237574663,9.542876,4.305301581,82.20028571
5778,9.691406502,9.343462,0.347944511,3.590237408
1795,9.424187756,8.842982,0.581205463,6.167170802
2471,10.93724191,9.510935,1.42630708,13.04082804
4682,8.568222167,7.9472823,0.620939853,7.247009413
5264,8.769643476,8.474961,0.294682195,3.360256057
7309,6.461970869,7.173382,0.711410936,11.00919742
9019,8.585838831,8.5967865,0.010947668,0.127508443
424,5.559190934,6.0667825,0.507591541,9.130673371
554,6.877442768,7.96357,1.08612735,15.79260299
5216,11.0779765,9.452185,1.625791825,14.67588871
9806,11.30845772,10.361293,0.947164877,8.375719657
487,8.578996141,8.112236,0.466760118,5.440731444
5601,11.08046371,10.436344,0.64411956,5.81311147
3437,5.076629413,5.944105,0.867475736,17.08762876
3208,9.341509358,8.969793,0.371716038,3.979189484
3689,8.554223077,8.127601,0.426622407,4.987268545
6967,8.524364438,8.698959,0.174594912,2.048182745
2366,10.9208578,9.770902,1.14995612,10.52990361
10629,11.5226687,11.571089,0.048420092,0.420217768
3312,9.417990044,8.624915,0.793074921,8.420852432
7460,10.18254567,9.459557,0.72298909,7.100274263
468,-1.236139472,2.4015095,3.637648995,-294.2749628
7300,7.036277063,7.9722204,0.935943358,13.30168396
4337,8.517484657,8.519325,0.001840599,0.021606645
4706,10.90823383,8.37187,2.536363788,23.25182856
11419,3.817823007,6.884431,3.066607879,80.32347199
4420,10.84602565,10.01629,0.829735937,7.650135401
11027,10.1137349,9.504414,0.609321294,6.024687265
1562,10.74326213,9.27299,1.470271901,13.68552783
4483,10.94170337,9.045818,1.895885038,17.32715011
12254,3.8000168,7.630954,3.830936988,100.8136911
4096,11.6214274,10.458889,1.16253839,10.00340456
1739,8.929517731,7.3390894,1.590428337,17.8109096
3098,8.098547312,6.958299,1.140248152,14.07966476
6206,11.32103066,10.974074,0.346956301,3.064709168
12039,3.821281377,7.9358654,4.114584026,107.6755051
8581,11.7871123,11.485053,0.302059242,2.562623451
2174,6.64676521,8.015278,1.368512652,20.58915497
177,12.56247025,7.9245143,4.637955959,36.91913978
3707,7.368442799,7.1061974,0.262245442,3.5590342
5023,8.010329414,8.079019,0.068689179,0.857512626
7663,10.2921628,10.683701,0.391537766,3.80423641
6862,10.22930766,9.634564,0.594743264,5.814114537
2128,8.157032227,8.011826,0.145206665,1.780135505
7706,11.79154494,10.324448,1.467097309,12.44193995
9629,11.52273276,11.585079,0.062346429,0.541071616
5894,8.790424094,7.6359296,1.15449451,13.13354716
8587,11.52260899,10.938929,0.583680387,5.06551938
5061,8.962844172,9.604003,0.641158781,7.153519749
245,10.2105051,8.574871,1.635634033,16.01913011
9699,8.782054031,8.522831,0.259223067,2.951735774
3286,11.23826488,10.515008,0.723256906,6.435663218
2968,5.602153844,7.0948024,1.492648535,26.64419074
6830,9.484297262,9.64621,0.161912455,1.707166418
5961,11.30183846,10.365923,0.935915532,8.281090404
9327,8.03349307,6.832008,1.201485185,14.95594829
1491,2.098081852,4.2094984,2.111416554,100.6355661
6084,8.186386321,8.691571,0.505184914,6.171033944
1282,9.184619684,9.599366,0.414746504,4.515661288
5524,9.874465604,9.876031,0.001565317,0.015852964
673,7.112442531,6.405421,0.707021751,9.940629087
12239,3.815449685,7.269388,3.453938514,90.52506519
1697,9.06656875,8.4806385,0.585930246,6.462535788
5824,8.781173213,7.7539797,1.02719353,11.69767966
5597,11.52258702,10.891178,0.631408887,5.479750483
7558,11.5226201,11.577534,0.054913621,0.476574758
3447,9.656646363,9.056792,0.599854104,6.211829043
4118,5.176412376,7.0797153,1.903302876,36.76876542
8197,9.091650104,9.506137,0.41448679,4.558984247
9893,3.83335177,5.0692134,1.23586162,32.23971355
5380,7.49014844,7.565899,0.075750455,1.0113359
461,11.5107559,10.856318,0.654437424,5.685446754
2009,8.721606043,8.362811,0.358794955,4.113864368
3375,9.496196567,10.817836,1.32163924,13.91756608
1323,7.913070837,6.595004,1.318066756,16.65683101
4089,8.785003783,8.314273,0.470730902,5.358344682
12013,3.541917872,7.1992893,3.65737145,103.2596339
1178,8.151105609,6.8141456,1.336960044,16.4021922
10270,11.53392061,11.574267,0.040346776,0.34980637
10156,11.522621,11.55666,0.034038696,0.295410202
14,6.642155035,7.7338076,1.091652529,16.43521657
8506,11.78747405,10.488536,1.298938173,11.01964719
3742,9.99852963,9.114175,0.884354787,8.844846821
8358,8.155644933,8.386563,0.230918368,2.831389408
10203,11.52274768,11.566722,0.043974233,0.381630479
1743,8.749524031,9.005117,0.255593385,2.921221406
3130,8.650181244,8.759388,0.109206725,1.262479391
1068,5.717589459,7.779609,2.062019745,36.0644911
1369,3.101667962,5.027502,1.925834098,62.09027083
1883,7.543845066,7.5626125,0.018767468,0.248778094
5049,7.668269706,7.6679416,0.000328136,0.004278749
5354,11.53000412,10.7982235,0.731780621,6.346750697
9096,10.55294953,10.100424,0.452525713,4.288142617
5805,9.857049255,8.704847,1.152201919,11.68911938
8310,10.84481483,8.670938,2.173877295,20.04531074
4665,10.08679408,8.301118,1.785676186,17.70310832
5863,6.780949099,8.337111,1.556162374,22.9490279
8348,8.164502155,7.2982063,0.866295826,10.61051658
11202,9.867615388,10.269476,0.401860548,4.072520014
7306,7.709114418,8.259971,0.550856246,7.145523488
2288,5.651965193,5.0603433,0.591621927,10.4675431
2124,8.567090319,6.9841537,1.582936571,18.47694562
5369,8.657240063,8.408906,0.24833408,2.868513075
9290,8.6867322,7.9543314,0.732400802,8.431257959
5335,9.488330846,9.857483,0.369152064,3.890591083
2412,9.200143872,8.447497,0.752646504,8.180816326
2848,7.400290398,8.347397,0.947106453,12.79823563
7493,8.330787093,7.3038573,1.026929767,12.32692399
2701,11.06037731,7.9756746,3.084702679,27.88966979
6449,8.772865469,7.8978705,0.874994928,9.973878796
2236,10.93382272,10.281041,0.652781575,5.970297282
11677,4.382648834,7.5135627,3.130913846,71.43884863
6670,8.3617122,8.606595,0.24488284,2.928620291
5478,8.141023321,7.840645,0.300378484,3.689687512
214,8.619380745,6.6569996,1.962381157,22.76707809
3344,7.797773799,8.708909,0.911135236,11.68455542
6734,8.778873478,8.492658,0.286215816,3.260275688
10666,11.52266554,11.571089,0.048423249,0.420245279
12163,3.542537245,6.1016774,2.559140173,72.24031757
2348,6.862953759,8.151586,1.28863182,18.77664176
4999,8.853681881,8.217771,0.635911305,7.182445561
9407,8.488873068,8.496194,0.007320818,0.086241506
3488,6.921125595,7.803674,0.882548626,12.75151553
6191,11.25944361,10.517866,0.741577477,6.586272265
8456,11.78624662,10.943144,0.84310278,7.153274929
5711,11.14034202,9.848093,1.292248984,11.59972481
2609,8.766381722,7.458382,1.307999593,14.92063389
9057,10.09389529,9.89978,0.194115017,1.92309594
3595,9.988528582,8.105935,1.882593485,18.84755664
11701,5.121973246,9.589727,4.467754156,87.22719818
3991,11.78108509,10.560188,1.220896799,10.36319731
4459,6.570918539,6.94386,0.372941515,5.675636655
9453,8.15683736,8.015176,0.14166154,1.736719188
1346,8.312810591,9.198488,0.885677644,10.65436773
6605,10.17760056,9.780063,0.397537882,3.906004715
2109,8.578354776,7.8567405,0.721614301,8.412035814
10791,11.52117103,11.571089,0.049917759,0.433271651
1085,8.627200459,8.540428,0.086772298,1.005800892
647,9.380641158,9.725855,0.345213716,3.680066601
11512,4.389617513,8.447361,4.057743479,92.43956846
736,10.92251734,10.02028,0.902237456,8.260342484
1683,8.131707678,5.125294,3.00641347,36.9714923
5261,11.78401675,10.607341,1.176675933,9.985353645
1614,6.572310579,7.997011,1.424700606,21.6773143
11480,4.42623168,8.110499,3.684267702,83.23710974
3522,4.682692802,8.994379,4.311686241,92.07706719
2692,8.471018326,9.536034,1.065015305,12.57246335
10317,11.52267284,11.577534,0.054860879,0.476114852
6494,8.196667755,8.225176,0.028508102,0.347802857
2527,8.583962333,8.309442,0.274520766,3.19806078
4622,8.107829656,8.239416,0.131586466,1.622953976
2444,10.69023907,9.142426,1.547813537,14.47875079
11513,3.534460147,7.9627852,4.428325097,125.2899982
1139,4.943333847,5.7746067,0.831272858,16.81603709
10452,11.5225954,11.577534,0.054938323,0.476790164
5616,8.947977955,8.641433,0.306545193,3.425857294
3975,10.12382034,8.437622,1.686198265,16.65575128
12316,5.123670308,10.247319,5.123648913,99.9995781
5883,7.315806693,7.327941,0.012134248,0.165864238
9609,6.559394373,8.287318,1.727923856,26.34273118
1953,9.084223712,6.513352,2.570871795,28.30040071
31,11.11574703,10.17246,0.943287432,8.486042648
1250,8.683837632,7.887014,0.79682372,9.17593886
8849,11.53419398,11.55666,0.022465719,0.194777546
8214,11.52158912,11.004245,0.517344315,4.49021497
7073,7.062468993,8.211191,1.148722185,16.26516178
8255,11.52268167,11.324503,0.198178728,1.719900611
2380,11.00101166,10.550395,0.450616643,4.09613833
850,8.512736755,7.931551,0.581185775,6.827249235
5130,10.19966563,8.598364,1.601301751,15.69955022
9593,7.653652144,7.7360067,0.082354593,1.076016453
8138,8.164345337,8.02153,0.142815186,1.749256449
50,10.17183015,7.976413,2.195417372,21.58330521
12280,4.419010024,9.42349,5.004479547,113.248894
483,5.690889455,7.6012077,1.910318278,33.5680083
11249,6.620445888,7.5518575,0.931411583,14.06871422
7503,8.157417414,8.266053,0.108635786,1.331739945
7198,8.150402457,8.4899645,0.339562028,4.166199706
12129,1.543855938,4.453953,2.910096851,188.4953764
2791,10.93889519,9.989372,0.949522936,8.680247625
7157,10.10805884,10.1302595,0.022200669,0.219633225
8077,6.897037664,6.9509153,0.053877673,0.781170686
8192,9.667998999,9.121508,0.546491355,5.652576085
9484,7.246631985,7.6315365,0.384904498,5.311495262
7492,9.833524008,7.798558,2.034965773,20.6941683
10831,11.52110741,11.578634,0.057526856,0.499314792
1414,8.750319041,6.614607,2.135712183,24.40724768
3540,8.665738414,7.88515,0.780588458,9.007754176
4098,8.09508981,7.8211246,0.273965257,3.384338119
251,10.61964554,9.329052,1.29059357,12.15288718
6733,8.156858334,8.028233,0.128625759,1.57689797
10985,10.17015019,9.562336,0.607814221,5.976452442
1722,10.06176148,7.2480254,2.813736062,27.964647
993,9.183679555,7.2385817,1.945097898,21.17994039
4676,6.597572561,6.6975155,0.099942927,1.514844111
10421,11.52256396,11.577534,0.05496976,0.477064293
11169,2.034147082,1.1477823,0.886364756,43.57427197
299,4.888370577,6.6516147,1.763244089,36.07018117
8355,10.17493915,10.038009,0.136930459,1.345758893
9660,10.17809027,9.921701,0.25638884,2.519031219
10369,11.5225869,11.585079,0.062492292,0.542344346
6255,10.55757349,9.715011,0.842562852,7.980645318
5027,10.01671906,8.751884,1.2648346,12.62723905
1934,6.702993307,6.8067174,0.103724089,1.547429461
11910,4.396590496,8.695952,4.29936192,97.78853656
5914,8.484273343,8.061763,0.422510533,4.979923749
2619,10.39094724,9.1005125,1.290434734,12.41883641
1864,6.429551634,7.358858,0.929306474,14.45367296
7410,9.503082297,9.832323,0.329240778,3.464567528
4084,8.768901602,7.8645673,0.904334322,10.31297126
668,5.658872629,7.456135,1.797262167,31.76007817
10814,11.52115759,11.571089,0.049931202,0.433388837
2684,8.692498492,6.86757,1.824928569,20.99429173
5219,7.833995465,7.498901,0.335094575,4.277440119
6073,9.689030865,9.088942,0.600089291,6.19348698
7969,7.3473692,8.558175,1.210805887,16.47944683
1010,9.848460127,7.4164457,2.432014395,24.69436232
4237,10.94581023,9.115921,1.829889207,16.71771381
10431,11.52260717,11.47183,0.050776801,0.440674304
4375,10.0636129,8.903651,1.159961664,11.5262969
9039,8.75527913,8.797801,0.042521888,0.485671211
303,7.066378393,8.38527,1.318891725,18.66432185
10695,11.522836,11.666913,0.144077035,1.250360613
9343,9.744679115,9.312632,0.432047508,4.433672058
4102,10.03995372,9.1563,0.883654125,8.801372404
5294,8.791102011,7.6613226,1.129779417,12.85139689
1121,10.91568422,10.072236,0.843448159,7.72693862
3015,7.760306692,7.0178103,0.742496347,9.567874332
8170,10.17012833,9.447104,0.723023871,7.109294024
2405,9.880693663,9.025812,0.854881514,8.652040958
8668,11.52261334,11.577534,0.05492038,0.476633702
8405,9.819895817,9.455129,0.364767147,3.714569114
11505,4.413356971,7.2461143,2.832757283,64.18600055
11608,3.535904688,6.5351877,2.999283033,84.82363853
7211,11.79395285,11.1187725,0.675180348,5.724801199
7381,9.168122715,9.339451,0.171328121,1.868739006
4902,9.255776884,9.641203,0.385426043,4.164168184
8976,11.78011865,10.628276,1.151842781,9.777852722
3921,11.71425738,10.211435,1.502822062,12.82900257
8254,8.785064032,8.465962,0.319101622,3.632324481
2858,8.445582815,6.882865,1.562717863,18.50337447
5666,11.5216449,10.98633,0.535314868,4.646167323
12315,4.427663089,9.028058,4.600394963,103.9011961
11435,4.428561328,6.6356726,2.207111242,49.83811014
7691,11.77270917,10.757393,1.015316287,8.624320496
12126,3.115860383,7.948821,4.832960685,155.1083818
7977,9.4484839,9.320177,0.128306822,1.357962841
11066,10.99561048,10.164001,0.831609016,7.563104225
7536,13.30922497,11.901042,1.40818299,10.5805032
1402,10.10204229,7.400111,2.701931091,26.74638664
5277,11.53781082,10.819133,0.718678011,6.228892356
7315,9.432740249,9.114515,0.318224944,3.373624634
8293,0.45242429,5.397772,4.945347545,1093.07741
11650,4.398293646,8.560221,4.161927073,94.62595474
6903,8.136849506,8.167811,0.030961888,0.380509608
8489,8.769599238,8.055735,0.713864604,8.140215062
12159,3.814148015,7.715466,3.901318007,102.2854375
11046,11.09713538,10.171547,0.925588448,8.34078663
4879,8.965434661,8.930786,0.034648528,0.386469397
12266,5.123715833,10.456739,5.333023592,104.0850691
9387,9.746513315,9.378705,0.36780829,3.773742494
6577,8.202730272,6.5918097,1.610920522,19.63883388
6850,9.045421828,8.915681,0.129740943,1.434325898
6752,8.589231748,8.349568,0.239663381,2.790281545
7018,9.728331619,9.907434,0.179102845,1.841039019
5377,10.08957189,9.4719,0.617671907,6.121884056
3706,7.967350314,7.7397513,0.227598975,2.856646253
12307,4.396641383,8.620154,4.223512998,96.06224955
5129,11.52266853,10.825514,0.697154687,6.050287095
9415,9.731852624,8.4906435,1.241209122,12.75408878
10004,11.5227102,11.577534,0.054823518,0.475789076
6152,9.543862134,9.818087,0.27422449,2.873311262
10062,11.52269072,11.55666,0.033968982,0.294803393
9815,8.725036233,8.897674,0.172637374,1.978648144
434,7.664038224,9.313684,1.64964624,21.52449829
7135,8.875368069,8.7822485,0.093119572,1.049191072
6735,10.18054376,9.9659815,0.214562281,2.107571751
7066,11.78432784,10.470121,1.31420646,11.15215786
3210,8.541898344,9.151556,0.609657671,7.137261903
7417,10.10222223,9.917443,0.184778959,1.829094928
10758,11.52268538,11.571089,0.048403414,0.420072417
1825,9.235485129,8.378774,0.85671144,9.276298077
4700,11.14176936,9.825349,1.316420509,11.81518231
10907,11.52276095,11.578634,0.055873316,0.484892933
6703,11.51966222,10.830661,0.689001396,5.981088708
10733,11.52290191,11.67813,0.155228236,1.347126683
9997,11.52255027,11.479376,0.043174431,0.374693706
5138,9.70257769,9.903636,0.201058288,2.072215404
5477,10.10699833,9.582468,0.524530298,5.189773597
2874,8.756157074,7.6992946,1.056862507,12.06993508
2554,8.181069176,8.517301,0.33623143,4.10987631
1351,10.73353512,9.91318,0.820354773,7.642916471
11888,3.5362585,6.204514,2.668255527,75.45419827
5038,8.116401245,8.101711,0.014689972,0.180994564
11826,5.117992343,9.712361,4.594368993,89.76896308
856,11.2798321,9.985508,1.294324131,11.4746752
8673,11.52263173,11.585079,0.062447465,0.541953208
5065,9.54949996,7.307209,2.242290945,23.48071595
5580,10.16702433,9.129443,1.037581162,10.20535898
1197,10.09846495,8.322493,1.775972352,17.5865536
6098,8.14783604,7.8601856,0.287650417,3.530390631
10137,11.52281376,11.577534,0.054719967,0.474886133
3693,8.15620325,6.588386,1.567817191,19.22239064
3728,9.756303978,7.525425,2.230879021,22.86602573
9552,10.09416998,9.504414,0.589756373,5.842540588
5993,5.730215192,6.5079794,0.777764201,13.57303665
12091,5.116487398,10.458889,5.34240161,104.415416
4833,8.426453369,8.67914,0.252686722,2.998730549
8579,8.773370697,8.529536,0.243834449,2.779259021
10819,11.52115759,11.571089,0.049931202,0.433388837
4793,10.68324696,9.308073,1.37517392,12.87224726
1453,11.84476064,9.236193,2.608567935,22.02296626
9141,11.78846786,10.725529,1.062939145,9.016768546
11438,3.543713327,5.5693994,2.02568603,57.16280878
9487,7.913679185,7.9658275,0.05214828,0.658964225
4345,8.657420869,8.389746,0.267675157,3.091854647
5358,5.870774254,7.3652573,1.494483009,25.45631941
6611,11.78882892,10.947245,0.841584275,7.138825452
4739,8.793709171,8.290043,0.503666293,5.727573664
107,9.991269093,6.977049,3.014220219,30.1685408
1720,10.14332781,7.258643,2.884684665,28.43923481
6505,10.16622097,8.857338,1.308883014,12.87482311
1579,13.15478822,11.203674,1.9511139,14.83196981
6334,11.52246109,10.979431,0.543029934,4.712796007
3467,10.17220562,9.5515175,0.620688128,6.101804648
5304,6.599193121,6.5608325,0.038360621,0.581292597
2455,8.63966714,8.080391,0.55927621,6.473352862
9594,8.198061902,8.225403,0.02734093,0.333506844
2948,8.29914839,8.219959,0.079189131,0.954186943
2760,5.813122614,5.7843113,0.028811319,0.495625424
1791,10.876997,10.238822,0.638175016,5.867198454
2798,5.70280271,6.265656,0.562853285,9.869766127
9640,10.1738824,9.921701,0.252180972,2.478713561
2452,3.653431741,4.2952304,0.641798647,17.56700834
217,7.201490596,6.9683695,0.233121112,3.237122829
9102,10.81967134,10.500164,0.31950731,2.953022623
1175,10.17452833,8.663628,1.510900705,14.84983166
7940,10.15051652,9.867329,0.283187873,2.789882827
9414,4.439282106,6.424689,1.985406711,44.72360276
8807,9.74165926,9.109585,0.632074452,6.488363464
4046,11.29960266,10.043435,1.256167562,11.11691885
2993,4.449927179,7.1536446,2.703717383,60.75868914
5837,10.14817853,9.66947,0.478708699,4.717186742
510,9.755053146,8.82846,0.926593406,9.498596596
700,8.580227713,8.691449,0.111221452,1.296250995
12000,4.420138575,8.2213745,3.801235937,85.99811661
12300,4.420289196,9.309287,4.888997875,110.6035734
11348,4.318655036,5.365758,1.047102906,24.24604317
10258,11.52269546,11.585079,0.062383736,0.541397137
5519,-147.1859928,-133.0201,14.16589702,-9.624484351
4755,10.16801903,9.150689,1.0173299,10.00519396
10208,11.52267676,11.585079,0.06240243,0.541560252
5890,10.19495007,8.598364,1.596586189,15.66055797
573,5.765525767,6.3740506,0.608524851,10.55454191
1006,11.52918197,8.735651,2.79353095,24.23008826
2319,8.743030068,7.517266,1.225764271,14.01989994
39,1.334952518,4.077187,2.742234543,205.4181287
2751,10.95847656,10.675813,0.282663844,2.57940566
3027,9.866192832,8.786864,1.079328551,10.93966893
4975,9.659187354,10.108474,0.449286423,4.65139177
6480,11.52167529,10.975678,0.545996844,4.738870647
5802,9.539434997,9.492525,0.046909896,0.491748167
932,9.101612315,9.412408,0.310795561,3.414732189
7959,8.765646912,7.4977207,1.267926194,14.4647192
2290,8.754160162,10.51944,1.765279535,20.16503931
10825,11.52117387,11.578634,0.057460392,0.498735025
2498,5.696763172,5.741922,0.04515873,0.792710289
346,11.21743989,9.930866,1.286573645,11.46940745
10661,11.52267696,11.571089,0.048411831,0.420145771
11556,5.116000763,10.1129265,4.99692572,97.67249789
6216,11.16089319,10.134508,1.02638506,9.196263911
11288,1.685015435,3.976218,2.29120255,135.9751678
5168,8.489946125,8.377742,0.112204311,1.321611738
1166,11.12498605,9.684529,1.440456742,12.94794475
4808,5.341346875,6.9021487,1.560801848,29.22112832
7801,11.52152005,10.987674,0.533846287,4.633468889
7932,10.79988279,9.989531,0.810352223,7.503338716
4540,8.646743027,7.8957186,0.751024453,8.685633712
11704,3.811968566,7.187325,3.375356435,88.54628195
5146,10.664652,10.160132,0.50451959,4.73076851
3206,11.51280353,10.540711,0.972092124,8.443577834
6092,9.741759526,9.099957,0.64180206,6.588158166
3068,8.097490764,7.397462,0.700028873,8.645008488
971,11.40724259,8.210919,3.19632321,28.02012463
7459,5.611157292,9.542876,3.931718951,70.0696577
4292,8.523289341,7.9870954,0.536193985,6.290927358
10714,11.52279056,11.578634,0.055843704,0.484634704
5900,3.292349438,5.372818,2.080468555,63.19100089
2057,9.484874319,9.407626,0.077248167,0.814436929
10657,11.52270833,11.571089,0.048380463,0.4198724
8546,11.79350434,10.338323,1.455181702,12.33883755
3128,10.90878979,10.583736,0.325053366,2.979741952
2608,8.142771975,7.404589,0.738182799,9.065499779
6625,10.20876746,10.880068,0.671300366,6.575725648
6027,8.58755231,8.08129,0.506262065,5.895303944
5725,7.962113941,5.845908,2.116205776,26.57844332
1408,8.230913509,6.920225,1.310688366,15.92397378
8882,9.64303423,8.978401,0.664633046,6.892366184
5407,10.12001611,8.994651,1.125365272,11.12019092
3126,11.90927323,10.782176,1.127097212,9.464030322
2085,9.706263312,9.686666,0.019597777,0.201903778
10036,11.52265785,11.577534,0.054875871,0.476245587
7915,10.84555019,10.051612,0.793938289,7.32040492
10900,11.52276307,11.578634,0.055871192,0.484874414
5210,9.486666596,9.239416,0.247250474,2.606295834
