,CAS,NAME,SMILE
474,['121-29-9'],"[(1S)-2-methyl-4-oxo-3-[(2Z)-penta-2,4-dienyl]cyclopent-2-en-1-yl] (1R,3R)-3-[(E)-3-methoxy-2-methyl-3-oxoprop-1-enyl]-2,2-dimethylcyclopropane-1-carboxylate",CC1=C(C(=O)C[C@@H]1OC(=O)[C@@H]2[C@H](C2(C)C)/C=C(\C)/C(=O)OC)C/C=C\C=C
475,['121-93-7'],2-[2-hydroxyethyl(propan-2-yl)amino]ethanol,CC(C)N(CCO)CCO
476,['122-32-7'],"2,3-bis[[(Z)-octadec-9-enoyl]oxy]propyl (Z)-octadec-9-enoate",CCCCCCCC/C=C\CCCCCCCC(=O)OCC(OC(=O)CCCCCCC/C=C\CCCCCCCC)COC(=O)CCCCCCC/C=C\CCCCCCCC
477,['123-03-5'],1-hexadecylpyridin-1-ium;chloride,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Cl-]
478,['123-06-8'],2-(ethoxymethylidene)propanedinitrile,CCOC=C(C#N)C#N
479,['123-28-4'],dodecyl 3-(3-dodecoxy-3-oxopropyl)sulfanylpropanoate,CCCCCCCCCCCCOC(=O)CCSCCC(=O)OCCCCCCCCCCCC
480,['123-34-2'],"3-prop-2-enoxypropane-1,2-diol",C=CCOCC(CO)O
481,['123-36-4'],prop-2-enyl 8-(3-octyloxiran-2-yl)octanoate,CCCCCCCCC1C(O1)CCCCCCCC(=O)OCC=C
482,['123-57-9'],"3,5-dimethylmorpholine",CC1COCC(N1)C
483,['123-67-1'],"N,N'-dimethyl-N'-[3-[methyl-[3-(methylamino)propyl]amino]propyl]propane-1,3-diamine",CNCCCN(C)CCCN(C)CCCNC
484,['123-70-6'],"N,N'-dimethyl-N'-[3-(methylamino)propyl]propane-1,3-diamine",CNCCCN(C)CCCNC
485,['123-77-3'],(E)-carbamoyliminourea,C(=O)(N)/N=N/C(=O)N
486,['123-78-4'],"(E,2S,3R)-2-aminooctadec-4-ene-1,3-diol",CCCCCCCCCCCCC/C=C/[C@H]([C@H](CO)N)O
487,['123-81-9'],2-(2-sulfanylacetyl)oxyethyl 2-sulfanylacetate,C(COC(=O)CS)OC(=O)CS
488,['123-85-3'],2-(2-hydroxyethoxy)acetamide,C(COCC(=O)N)O
489,['123-93-3'],2-(carboxymethylsulfanyl)acetic acid,C(C(=O)O)SCC(=O)O
490,['123-94-4'],"2,3-dihydroxypropyl octadecanoate",CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O
491,['123-98-8'],nonanedioyl dichloride,C(CCCC(=O)Cl)CCCC(=O)Cl
492,['124-26-5'],octadecanamide,CCCCCCCCCCCCCCCCCC(=O)N
493,['124-42-5'],ethanimidamide;hydrochloride,CC(=N)N.Cl
494,['124-43-6'],hydrogen peroxide;urea,C(=O)(N)N.OO
495,['124-76-5'],"(1R,2R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-ol",C[C@@]12CC[C@@H](C1(C)C)C[C@H]2O
496,['124-80-1'],"[(1R,2S,6S,9S,10R,11S,12S,14R,15R,18S,19S,20S,23R,24S)-1,10,11,12,14,19-hexahydroxy-6,10,23-trimethyl-4-azahexacyclo[12.11.0.02,11.04,9.015,24.018,23]pentacosan-20-yl] acetate",C[C@H]1CC[C@H]2[C@@]([C@]3([C@H](C[C@]4([C@@H]5CC[C@@H]6[C@@H]([C@H](CC[C@@]6([C@H]5C[C@]4([C@@H]3CN2C1)O)C)OC(=O)C)O)O)O)O)(C)O
497,['124-83-4'],"(1R,3S)-1,2,2-trimethylcyclopentane-1,3-dicarboxylic acid",C[C@]1(CC[C@@H](C1(C)C)C(=O)O)C(=O)O
498,['124-85-6'],"[(5S,8R,9S,10S,13S,14S,17R)-17-ethynyl-10,13-dimethyl-1,4,5,6,7,8,9,11,12,14,15,16-dodecahydrocyclopenta[a]phenanthren-17-yl] acetate",CC(=O)O[C@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(CC=CC4)C)C)C#C
499,['124-87-8'],"(1R,3R,5S,8S,13R,14S)-1-hydroxy-14-(2-hydroxypropan-2-yl)-13-methyl-4,7,10-trioxapentacyclo[6.4.1.19,12.03,5.05,13]tetradecane-6,11-dione;(1R,5S,8S,13R,14R)-1-hydroxy-13-methyl-14-prop-1-en-2-yl-4,7,10-trioxapentacyclo[6.4.1.19,12.03,5.05,13]tetradecane-6,11-dione",CC(=C)[C@@H]1C2[C@@H]3[C@@]4([C@](C1C(=O)O2)(CC5[C@]4(O5)C(=O)O3)O)C.C[C@@]12[C@H]3C4[C@H](C([C@@]1(C[C@@H]5[C@]2(O5)C(=O)O3)O)C(=O)O4)C(C)(C)O
500,['124-94-7'],"(8S,9R,10S,11S,13S,14S,16R,17S)-9-fluoro-11,16,17-trihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-6,7,8,11,12,14,15,16-octahydrocyclopenta[a]phenanthren-3-one",C[C@]12C[C@@H]([C@]3([C@H]([C@@H]1C[C@H]([C@@]2(C(=O)CO)O)O)CCC4=CC(=O)C=C[C@@]43C)F)O
501,['124-97-0'],"[(1S,2S,6S,9S,10S,11R,12R,13S,14S,15S,16S,17R,18R,19S,22S,23S,25R)-16,17-diacetyloxy-10,12,14,23-tetrahydroxy-6,10,19-trimethyl-13-[(2R)-2-methylbutanoyl]oxy-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-22-yl] (2R,3R)-2,3-dihydroxy-2-methylbutanoate",CC[C@@H](C)C(=O)O[C@H]1[C@@H]([C@H]2[C@@H](CN3C[C@H](CC[C@H]3[C@@]2(C)O)C)[C@H]4[C@@]1([C@@H]5[C@@H]([C@@H]([C@H]6[C@]7([C@]5(C4)O[C@@]6([C@H](CC7)OC(=O)[C@@](C)([C@@H](C)O)O)O)C)OC(=O)C)OC(=O)C)O)O
502,['124-98-1'],"6,10,19-trimethyl-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosane-1,10,11,12,14,22,23-heptol",CC1CCC2C(C3(C(CC4(C5CCC6C7(C5(CC4(C3CN2C1)O)OC6(C(CC7)O)O)C)O)O)O)(C)O
503,['125-04-2'],"sodium;4-[2-[(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-10,13-dimethyl-3-oxo-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-17-yl]-2-oxoethoxy]-4-oxobutanoate",C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCC(=O)[O-])O)C)O.[Na+]
504,['125-10-0'],"[2-[(8S,9S,10R,13S,14S,17R)-17-hydroxy-10,13-dimethyl-3,11-dioxo-6,7,8,9,12,14,15,16-octahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl] acetate",CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(CC(=O)[C@H]3[C@H]2CCC4=CC(=O)C=C[C@]34C)C)O
505,['125-40-6'],"5-butan-2-yl-5-ethyl-1,3-diazinane-2,4,6-trione",CCC(C)C1(C(=O)NC(=O)NC1=O)CC
506,['125-42-8'],"5-ethyl-5-[(E)-pent-2-en-2-yl]-1,3-diazinane-2,4,6-trione",CC/C=C(\C)/C1(C(=O)NC(=O)NC1=O)CC
507,['125-55-3'],"5-(2-bromoprop-2-enyl)-1-methyl-5-propan-2-yl-1,3-diazinane-2,4,6-trione",CC(C)C1(C(=O)NC(=O)N(C1=O)C)CC(=C)Br
508,['125-64-4'],"3,3-diethyl-5-methylpiperidine-2,4-dione",CCC1(C(=O)C(CNC1=O)C)CC
509,['125-66-6'],"(1S,4R,5R,9R,10R,12R,13R,14S)-5,9-dimethyl-16-propan-2-yltetracyclo[10.2.2.01,10.04,9]hexadec-15-ene-5,13,14-tricarboxylic acid",CC(C)C1=C[C@@]23CC[C@@H]4[C@@]([C@H]2C[C@@H]1[C@H]([C@@H]3C(=O)O)C(=O)O)(CCC[C@@]4(C)C(=O)O)C
510,['126-06-7'],"3-bromo-1-chloro-5,5-dimethylimidazolidine-2,4-dione",CC1(C(=O)N(C(=O)N1Cl)Br)C
511,['126-11-4'],"2-(hydroxymethyl)-2-nitropropane-1,3-diol",C(C(CO)(CO)[N+](=O)[O-])O
512,['126-13-6'],"[(2S,3S,4R,5R)-5-(acetyloxymethyl)-2-[(2R,3R,4S,5R,6R)-6-(acetyloxymethyl)-3,4,5-tris(2-methylpropanoyloxy)oxan-2-yl]oxy-3,4-bis(2-methylpropanoyloxy)oxolan-2-yl]methyl 2-methylpropanoate",CC(C)C(=O)OC[C@@]1([C@H]([C@@H]([C@H](O1)COC(=O)C)OC(=O)C(C)C)OC(=O)C(C)C)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)COC(=O)C)OC(=O)C(C)C)OC(=O)C(C)C)OC(=O)C(C)C
513,['126-14-7'],"[(2R,3R,4S,5R,6R)-3,4,5-triacetyloxy-6-[(2S,3S,4R,5R)-3,4-diacetyloxy-2,5-bis(acetyloxymethyl)oxolan-2-yl]oxyoxan-2-yl]methyl acetate",CC(=O)OC[C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)COC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C
514,['126-17-0'],"(1S,2S,4S,5'R,6R,7S,8R,9S,12S,13R,16S)-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icos-18-ene-6,2'-piperidine]-16-ol",C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC=C6[C@@]5(CC[C@@H](C6)O)C)C)C)NC1
515,['126-18-1'],"(1R,2S,4S,5'R,6R,7S,8R,9S,12S,13S,16S,18R)-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icosane-6,2'-oxane]-16-ol",C[C@@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@H]6[C@@]5(CC[C@@H](C6)O)C)C)C)OC1
516,['126-19-2'],"(1R,2S,4S,5'S,6R,7S,8R,9S,12S,13S,16S,18R)-5',7,9,13-tetramethylspiro[5-oxapentacyclo[10.8.0.02,9.04,8.013,18]icosane-6,2'-oxane]-16-ol",C[C@H]1CC[C@@]2([C@H]([C@H]3[C@@H](O2)C[C@@H]4[C@@]3(CC[C@H]5[C@H]4CC[C@H]6[C@@]5(CC[C@@H](C6)O)C)C)C)OC1
517,['126-29-4'],"(1R,3S,6S)-6-[(1E,3E,5E,7E,9E,11E,13E,15E,17E)-18-[(1S,4S,6R)-4-hydroxy-2,2,6-trimethyl-7-oxabicyclo[4.1.0]heptan-1-yl]-3,7,12,16-tetramethyloctadeca-1,3,5,7,9,11,13,15,17-nonaenyl]-1,5,5-trimethyl-7-oxabicyclo[4.1.0]heptan-3-ol",C/C(=C\C=C\C=C(\C=C\C=C(\C=C\[C@@]12O[C@@]1(C[C@H](CC2(C)C)O)C)/C)/C)/C=C/C=C(/C=C/[C@@]34O[C@@]3(C[C@H](CC4(C)C)O)C)\C
518,['126-38-5'],"1-bromo-2,2-dimethoxypropane",CC(CBr)(OC)OC
519,['126-52-3'],(1-ethynylcyclohexyl) carbamate,C#CC1(CCCCC1)OC(=O)N
520,['126-54-5'],"2,4,8,10-tetraoxaspiro[5.5]undecane",C1C2(COCO1)COCOC2
521,['126-58-9'],"2-[[3-hydroxy-2,2-bis(hydroxymethyl)propoxy]methyl]-2-(hydroxymethyl)propane-1,3-diol",C(C(CO)(CO)COCC(CO)(CO)CO)O
522,['126-81-8'],"5,5-dimethylcyclohexane-1,3-dione",CC1(CC(=O)CC(=O)C1)C
523,['126-87-4'],"4,7-dimethyldec-5-yne-4,7-diol",CCCC(C)(C#CC(C)(CCC)O)O
524,['126-93-2'],2-ethyl-3-propyloxirane-2-carboxamide,CCCC1C(O1)(CC)C(=O)N
525,['127-07-1'],hydroxyurea,C(=O)(N)NO
526,['127-27-5'],"(1R,4aR,4bS,7S,10aR)-7-ethenyl-1,4a,7-trimethyl-3,4,4b,5,6,9,10,10a-octahydro-2H-phenanthrene-1-carboxylic acid",C[C@]1(CC[C@H]2C(=C1)CC[C@@H]3[C@@]2(CCC[C@@]3(C)C(=O)O)C)C=C
527,['127-31-1'],"(8S,9R,10S,11S,13S,14S,17R)-9-fluoro-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-1,2,6,7,8,11,12,14,15,16-decahydrocyclopenta[a]phenanthren-3-one",C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@]2([C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O)F
528,['127-40-2'],"(1R)-4-[(1E,3E,5E,7E,9E,11E,13E,15E,17E)-18-[(1R,4R)-4-hydroxy-2,6,6-trimethylcyclohex-2-en-1-yl]-3,7,12,16-tetramethyloctadeca-1,3,5,7,9,11,13,15,17-nonaenyl]-3,5,5-trimethylcyclohex-3-en-1-ol",CC1=C(C(C[C@@H](C1)O)(C)C)/C=C/C(=C/C=C/C(=C/C=C/C=C(\C)/C=C/C=C(\C)/C=C/[C@H]2C(=C[C@@H](CC2(C)C)O)C)/C)/C
529,['127-47-9'],"[(2E,4E,6E,8E)-3,7-dimethyl-9-(2,6,6-trimethylcyclohexen-1-yl)nona-2,4,6,8-tetraenyl] acetate",CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/COC(=O)C)/C)/C
530,['127-48-0'],"3,5,5-trimethyl-1,3-oxazolidine-2,4-dione",CC1(C(=O)N(C(=O)O1)C)C
531,['127-51-5'],"(E)-3-methyl-4-(2,6,6-trimethylcyclohex-2-en-1-yl)but-3-en-2-one",CC1=CCCC(C1/C=C(\C)/C(=O)C)(C)C
532,['128-08-5'],"1-bromopyrrolidine-2,5-dione",C1CC(=O)N(C1=O)Br
533,['128-13-2'],"(4R)-4-[(3R,5S,7S,8R,9S,10S,13R,14S,17R)-3,7-dihydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]pentanoic acid",C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2[C@H](C[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C
534,['128-20-1'],"1-[(3R,5R,8R,9S,10S,13S,14S,17S)-3-hydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]ethanone",CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)C
535,['128-21-2'],"1-[(3S,5R,8R,9S,10S,13S,14S,17S)-3-hydroxy-10,13-dimethyl-2,3,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydro-1H-cyclopenta[a]phenanthren-17-yl]ethanone",CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@@H](C4)O)C)C
536,['128-23-4'],"(5R,8R,9S,10S,13S,14S,17S)-17-acetyl-10,13-dimethyl-1,2,4,5,6,7,8,9,11,12,14,15,16,17-tetradecahydrocyclopenta[a]phenanthren-3-one",CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@H]4[C@@]3(CCC(=O)C4)C)C
537,['128-27-8'],"(3S,9S,10S,13R,14R,17R)-17-[(E,2R,5R)-5,6-dimethylhept-3-en-2-yl]-10,13-dimethyl-2,3,4,9,11,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol",C[C@H](/C=C/[C@H](C)C(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@]3(CC[C@@H](C4)O)C)C
538,['128-33-6'],"(3S,5S,10S,13R,14R,17R)-10,13-dimethyl-17-[(2R)-6-methylhept-5-en-2-yl]-2,3,4,5,6,7,11,12,14,15,16,17-dodecahydro-1H-cyclopenta[a]phenanthren-3-ol",C[C@H](CCC=C(C)C)[C@H]1CC[C@@H]2[C@@]1(CCC3=C2CC[C@@H]4[C@@]3(CC[C@@H](C4)O)C)C
539,['128-46-1'],"2-[(1R,2R,3S,4R,5R,6S)-3-(diaminomethylideneamino)-4-[(2R,3R,4R,5S)-3-[(2S,3S,4S,5R,6S)-4,5-dihydroxy-6-(hydroxymethyl)-3-(methylamino)oxan-2-yl]oxy-4-hydroxy-4-(hydroxymethyl)-5-methyloxolan-2-yl]oxy-2,5,6-trihydroxycyclohexyl]guanidine",C[C@H]1[C@@]([C@H]([C@@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@H]3[C@H]([C@@H]([C@H]([C@@H](O3)CO)O)O)NC)(CO)O
540,['128-51-8'],"2-(6,6-dimethyl-2-bicyclo[3.1.1]hept-2-enyl)ethyl acetate",CC(=O)OCCC1=CCC2CC1C2(C)C
541,['128-53-0'],"1-ethylpyrrole-2,5-dione",CCN1C(=O)C=CC1=O
542,['128-68-7'],"3-hydroxy-2-(2-hydroxy-4-methyl-3,6-dioxocyclohexa-1,4-dien-1-yl)-5-methylcyclohexa-2,5-diene-1,4-dione",CC1=CC(=O)C(=C(C1=O)O)C2=C(C(=O)C(=CC2=O)C)O
543,['130-01-8'],"(1R,4Z,6R,7R,17R)-4-ethylidene-7-hydroxy-6,7-dimethyl-2,9-dioxa-14-azatricyclo[9.5.1.014,17]heptadec-11-ene-3,8-dione",C/C=C\1/C[C@H]([C@@](C(=O)OCC2=CCN3[C@H]2[C@@H](CC3)OC1=O)(C)O)C
544,['131-48-6'],"(2S,4S,5R,6R)-5-acetamido-2,4-dihydroxy-6-[(1R,2R)-1,2,3-trihydroxypropyl]oxane-2-carboxylic acid",CC(=O)N[C@@H]1[C@H](C[C@](O[C@H]1[C@@H]([C@@H](CO)O)O)(C(=O)O)O)O
545,['133-06-2'],"2-(trichloromethylsulfanyl)-3a,4,7,7a-tetrahydroisoindole-1,3-dione",C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl
546,['133-21-1'],"tricyclo[5.2.1.02,6]dec-4-en-8-ol",C1C=CC2C1C3CC2C(C3)O
547,['133-37-9'],"2,3-dihydroxybutanedioic acid",C(C(C(=O)O)O)(C(=O)O)O
548,['134-28-1'],"2-[(3S,5R,8S)-3,8-dimethyl-1,2,3,4,5,6,7,8-octahydroazulen-5-yl]propan-2-yl acetate",C[C@H]1CC[C@H](CC2=C1CC[C@@H]2C)C(C)(C)OC(=O)C
549,['134-97-4'],"5-ethyl-1,3-bis(hydroxymethyl)-1,3,5-triazinan-2-one",CCN1CN(C(=O)N(C1)CO)CO
550,['136-84-5'],"1,3-bis(hydroxymethyl)imidazolidin-2-one",C1CN(C(=O)N1CO)CO
551,['137-03-1'],2-heptylcyclopentan-1-one,CCCCCCCC1CCCC1=O
552,['137-05-3'],methyl 2-cyanoprop-2-enoate,COC(=O)C(=C)C#N
553,['137-18-8'],"2,5-dimethylcyclohexa-2,5-diene-1,4-dione",CC1=CC(=O)C(=CC1=O)C
554,['138-15-8'],(2S)-2-aminopentanedioic acid;hydrochloride,C(CC(=O)O)[C@@H](C(=O)O)N.Cl
555,['138-91-0'],(NE)-N-[(4-prop-1-en-2-ylcyclohexen-1-yl)methylidene]hydroxylamine,CC(=C)C1CCC(=CC1)/C=N/O
556,['139-13-9'],2-[bis(carboxymethyl)amino]acetic acid,C(C(=O)O)N(CC(=O)O)CC(=O)O
557,['139-43-5'],"2,3-bis(12-acetyloxyoctadecanoyloxy)propyl 12-acetyloxyoctadecanoate",CCCCCCC(CCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC(CCCCCC)OC(=O)C)OC(=O)CCCCCCCCCCC(CCCCCC)OC(=O)C)OC(=O)C
558,['139-44-6'],"2,3-bis(12-hydroxyoctadecanoyloxy)propyl 12-hydroxyoctadecanoate",CCCCCCC(CCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCC(CCCCCC)O)OC(=O)CCCCCCCCCCC(CCCCCC)O)O
559,['139-90-2'],1-[2-[bis(2-hydroxypropyl)amino]ethyl-(2-hydroxyethyl)amino]propan-2-ol,CC(CN(CCN(CC(C)O)CC(C)O)CCO)O
560,['139-92-4'],2-[2-hydroxyethyl-[2-(octadecanoylamino)ethyl]amino]acetic acid,CCCCCCCCCCCCCCCCCC(=O)NCCN(CCO)CC(=O)O
561,['140-03-4'],"methyl (Z,12R)-12-acetyloxyoctadec-9-enoate",CCCCCC[C@H](C/C=C\CCCCCCCC(=O)OC)OC(=O)C
562,['140-04-5'],"butyl (Z,12R)-12-acetyloxyoctadec-9-enoate",CCCCCC[C@H](C/C=C\CCCCCCCC(=O)OCCCC)OC(=O)C
563,['140-05-6'],"2-methoxyethyl (Z,12R)-12-acetyloxyoctadec-9-enoate",CCCCCC[C@H](C/C=C\CCCCCCCC(=O)OCCOC)OC(=O)C
564,['140-07-8'],2-[2-[bis(2-hydroxyethyl)amino]ethyl-(2-hydroxyethyl)amino]ethanol,C(CN(CCO)CCO)N(CCO)CCO
565,['140-72-7'],1-hexadecylpyridin-1-ium;bromide,CCCCCCCCCCCCCCCC[N+]1=CC=CC=C1.[Br-]
566,['140-77-2'],3-cyclopentylpropanoic acid,C1CCC(C1)CCC(=O)O
567,['140-79-4'],"1,4-dinitrosopiperazine",C1CN(CCN1N=O)N=O
568,['140-87-4'],2-cyanoacetohydrazide,C(C#N)C(=O)NN
569,['140-95-4'],"1,3-bis(hydroxymethyl)urea",C(NC(=O)NCO)O
570,['141-11-7'],"3,7-dimethyloct-7-enyl acetate",CC(CCCC(=C)C)CCOC(=O)C
571,['141-13-9'],"2,6,10-trimethylundec-9-enal",CC(CCCC(C)C=O)CCC=C(C)C
572,['141-14-0'],"3,7-dimethyloct-6-enyl propanoate",CCC(=O)OCCC(C)CCC=C(C)C
573,['141-16-2'],"3,7-dimethyloct-6-enyl butanoate",CCCC(=O)OCCC(C)CCC=C(C)C
574,['141-18-4'],bis(2-butoxyethyl) hexanedioate,CCCCOCCOC(=O)CCCCC(=O)OCCOCCCC
575,['141-19-5'],bis(2-butoxyethyl) decanedioate,CCCCOCCOC(=O)CCCCCCCCC(=O)OCCOCCCC
576,['141-20-8'],2-(2-hydroxyethoxy)ethyl dodecanoate,CCCCCCCCCCCC(=O)OCCOCCO
577,['141-22-0'],"(Z,12R)-12-hydroxyoctadec-9-enoic acid",CCCCCC[C@H](C/C=C\CCCCCCCC(=O)O)O
578,['141-23-1'],methyl 12-hydroxyoctadecanoate,CCCCCCC(CCCCCCCCCCC(=O)OC)O
579,['141-24-2'],"methyl (Z,12R)-12-hydroxyoctadec-9-enoate",CCCCCC[C@H](C/C=C\CCCCCCCC(=O)OC)O
580,['141-25-3'],"3,7-dimethyloct-7-en-1-ol",CC(CCCC(=C)C)CCO
581,['141-26-4'],"3,7-dimethyloct-7-enal",CC(CCCC(=C)C)CC=O
582,['141-31-1'],2-hydroxyhexanedial,C(CC=O)CC(C=O)O
583,['141-37-7'],(4-methyl-7-oxabicyclo[4.1.0]heptan-3-yl)methyl 4-methyl-7-oxabicyclo[4.1.0]heptane-3-carboxylate,CC1CC2C(O2)CC1COC(=O)C3CC4C(O4)CC3C
584,['141-40-2'],7-oxabicyclo[4.1.0]heptane-3-carbonitrile,C1CC2C(O2)CC1C#N
585,['141-46-8'],2-hydroxyacetaldehyde,C(C=O)O
586,['141-64-0'],"(E)-1-chloro-5,5,7,7-tetramethyloct-2-ene",CC(C)(C)CC(C)(C)C/C=C/CCl
587,['141-72-0'],1-(2-butoxypropan-2-yloxy)butane,CCCCOC(C)(C)OCCCC
588,['141-76-4'],3-iodopropanoic acid,C(CI)C(=O)O
589,['141-83-3'],diaminomethylideneurea,C(=NC(=O)N)(N)N
590,['141-92-4'],"8,8-dimethoxy-2,6-dimethyloctan-2-ol",CC(CCCC(C)(C)O)CC(OC)OC
591,['142-16-5'],bis(2-ethylhexyl) (Z)-but-2-enedioate,CCCCC(CC)COC(=O)/C=C\C(=O)OCC(CC)CCCC
592,['142-18-7'],"2,3-dihydroxypropyl dodecanoate",CCCCCCCCCCCC(=O)OCC(CO)O
593,['142-20-1'],2-[2-[2-(2-octadecanoyloxyethoxy)ethoxy]ethoxy]ethyl octadecanoate,CCCCCCCCCCCCCCCCCC(=O)OCCOCCOCCOCCOC(=O)CCCCCCCCCCCCCCCCC
594,['142-26-7'],N-(2-hydroxyethyl)acetamide,CC(=O)NCCO
595,['142-45-0'],but-2-ynedioic acid,C(#CC(=O)O)C(=O)O
596,['142-48-3'],2-[methyl(octadecanoyl)amino]acetic acid,CCCCCCCCCCCCCCCCCC(=O)N(C)CC(=O)O
597,['142-55-2'],2-hydroxypropyl dodecanoate,CCCCCCCCCCCC(=O)OCC(C)O
598,['142-64-3'],piperazine;dihydrochloride,C1CNCCN1.Cl.Cl
599,['142-73-4'],2-(carboxymethylamino)acetic acid,C(C(=O)O)NCC(=O)O
600,['142-78-9'],N-(2-hydroxyethyl)dodecanamide,CCCCCCCCCCCC(=O)NCCO
601,['142-79-0'],heptanedioyl dichloride,C(CCC(=O)Cl)CCC(=O)Cl
602,['142-81-4'],hexan-1-amine;hydrochloride,CCCCCCN.Cl
603,['142-88-1'],hexanedioic acid;piperazine,C1CNCCN1.C(CCC(=O)O)CC(=O)O
604,['142-91-6'],propan-2-yl hexadecanoate,CCCCCCCCCCCCCCCC(=O)OC(C)C
605,['142-94-9'],2-bromooctadecanoic acid,CCCCCCCCCCCCCCCCC(C(=O)O)Br
606,['142-95-0'],octan-1-amine;hydrochloride,CCCCCCCCN.Cl
607,['143-25-9'],(E)-octadec-11-enoic acid,CCCCCC/C=C/CCCCCCCCCC(=O)O
608,['143-37-3'],ethanimidamide,CC(=N)N
609,['143-50-0'],"1,2,3,4,6,7,8,9,10,10-decachloropentacyclo[5.3.0.02,6.03,9.04,8]decan-5-one",C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl
610,['143-57-7'],"[(1S,2S,6S,9S,10S,11R,12R,13S,14S,15S,16S,17R,18R,19S,22S,23S,25R)-16,17-diacetyloxy-10,12,14,23-tetrahydroxy-6,10,19-trimethyl-13-[(2R)-2-methylbutanoyl]oxy-24-oxa-4-azaheptacyclo[12.12.0.02,11.04,9.015,25.018,23.019,25]hexacosan-22-yl] (2S)-2-hydroxy-2-methylbutanoate",CC[C@@H](C)C(=O)O[C@H]1[C@@H]([C@H]2[C@@H](CN3C[C@H](CC[C@H]3[C@@]2(C)O)C)[C@H]4[C@@]1([C@@H]5[C@@H]([C@@H]([C@H]6[C@]7([C@]5(C4)O[C@@]6([C@H](CC7)OC(=O)[C@](C)(CC)O)O)C)OC(=O)C)OC(=O)C)O)O
611,['143-62-4'],"3-[(3S,5R,8R,9S,10S,13R,14S,17R)-3,14-dihydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one",C[C@]12CC[C@@H](C[C@H]1CC[C@@H]3[C@@H]2CC[C@]4([C@@]3(CC[C@@H]4C5=CC(=O)OC5)O)C)O
