,SMILES,A_Pred,B_Pred,C_Pred,A_test,B_test,C_test,A,B,C,Tmin,Tmax,T
94,C1CCCCCCCCCCC1,22.29050902077407,5437.913831324601,-10.798802105880386,20.790384612013604,3756.2085761665253,-70.01202136060063,20.79038619,3756.209365,-70.012,345,490,"[345.0, 361.1111, 377.22223, 393.33334, 409.44446, 425.55554, 441.66666, 457.77777, 473.8889, 490.0]"
95,C=CCC1=CC=CC=C1,15.23837006567593,795.0200509414993,-228.28365774488415,22.60056325852491,4460.9360720439645,-26.150008937762788,22.60056346,4460.936256,-26.15,323,455,"[323.0, 337.66666, 352.33334, 367.0, 381.66666, 396.33334, 411.0, 425.66666, 440.33334, 455.0]"
96,C=C=O,7.29488062195397,1.535976545286134,-218.67067339931722,20.946041955515426,1850.2356458369593,-27.030988232298803,20.94604094,1850.235344,-27.031,153,223,"[153.0, 160.77777, 168.55556, 176.33333, 184.11111, 191.88889, 199.66667, 207.44444, 215.22223, 223.0]"
97,CC(C)(C)C,9.723567765293113,27.366823722347284,-309.97113481432524,20.352918609242494,2160.3639542461665,-37.90097802317382,20.35291805,2160.363622,-37.901,259,298,"[259.0, 263.33334, 267.66666, 272.0, 276.33334, 280.66666, 285.0, 289.33334, 293.66666, 298.0]"
98,CC(C)C(C)(C)C,17.07004874863304,1234.9626243811606,-135.64312800845605,20.528814601804427,2761.7213614146917,-47.24197699613124,20.52881253,2761.720561,-47.242,261,368,"[261.0, 272.8889, 284.77777, 296.66666, 308.55554, 320.44446, 332.33334, 344.22223, 356.1111, 368.0]"
99,CC1=CC(=C(C=C1C)O)C,14.608802024465396,660.2433302798588,-295.63963109796464,22.906072536466464,4688.154172967322,-68.29597338871595,22.90607045,4688.15305,-68.296,380,505,"[380.0, 393.8889, 407.77777, 421.66666, 435.55554, 449.44446, 463.33334, 477.22223, 491.1111, 505.0]"
100,C/C=C(\C)/C=O,16.558797227095422,1379.092112421399,-114.70811507107558,22.054318710292556,3826.7569527501973,-26.0600436231824,22.0543212,3826.758269,-26.06,248,390,"[248.0, 263.77777, 279.55554, 295.33334, 311.1111, 326.8889, 342.66666, 358.44446, 374.22223, 390.0]"
101,CC(CCC=C(C)C)CC(=O)O,13.712881780451022,616.1368160550627,-305.6390667667752,25.337511682685793,6737.902946020831,-42.950938016242276,25.33750821,6737.900484,-42.951,373,530,"[373.0, 390.44446, 407.8889, 425.33334, 442.77777, 460.22223, 477.66666, 495.1111, 512.55554, 530.0]"
102,CC(=CC(=O)C=C(C)C)C,16.070559907762295,1130.9433726856726,-212.70049409279864,23.43564454970915,5175.526765266263,-35.94695040381062,23.435642,5175.525119,-35.947,315,470,"[315.0, 332.22223, 349.44446, 366.66666, 383.8889, 401.1111, 418.33334, 435.55554, 452.77777, 470.0]"
103,C(=C=O)=C=O,1.7239717968802946,43.41600837113017,-251.08670662406934,21.446070584344838,2535.0080514159567,-24.00000209723517,21.44607032,2535.008032,-24.0,160,249,"[160.0, 169.88889, 179.77777, 189.66667, 199.55556, 209.44444, 219.33333, 229.22223, 239.11111, 249.0]"
104,CC1=CC(=C(C(=C1)C)O)C,16.539069129132276,1337.0378973621864,-238.09154160557935,22.594300424826212,4951.414508015507,-45.79800011723368,22.59430043,4951.414512,-45.798,367,493,"[367.0, 381.0, 395.0, 409.0, 423.0, 437.0, 451.0, 465.0, 479.0, 493.0]"
105,C1=CC=C(C=C1)N(C2=CC=CC=C2)N,17.200268397604148,1816.401760990041,-225.4609292767026,23.519500262895477,6611.184849424603,-44.143081529123535,23.51950215,6611.186924,-44.143,399,596,"[399.0, 420.8889, 442.77777, 464.66666, 486.55554, 508.44446, 530.3333, 552.2222, 574.1111, 596.0]"
106,CCC1=CC=NC=C1,13.520349731910663,215.49340875815216,-294.2089471009585,21.495596643641335,3829.699868412561,-55.850029306155896,21.49559893,3829.700973,-55.85,333,442,"[333.0, 345.1111, 357.22223, 369.33334, 381.44446, 393.55554, 405.66666, 417.77777, 429.8889, 442.0]"
107,CCCCCC1=CC=CC=C1,13.960385358163819,438.10049671310935,-301.25766034696994,20.924509573457268,3745.1993687538243,-80.15005141900295,20.92451177,3745.200705,-80.15,361,510,"[361.0, 377.55554, 394.1111, 410.66666, 427.22223, 443.77777, 460.33334, 476.8889, 493.44446, 510.0]"
108,CCC(=O)OCC(C)C,21.264010759572283,3395.6841880564907,-58.56972637777735,22.482345550538863,4044.6502489851437,-40.89104977463277,22.48234874,4044.651897,-40.891,270,410,"[270.0, 285.55554, 301.1111, 316.66666, 332.22223, 347.77777, 363.33334, 378.8889, 394.44446, 410.0]"
109,CC(C)CC(C)(C)C,18.378505068446167,1696.8632988484449,-125.62854375175122,20.576959573281982,2896.306655007697,-52.3830002091671,20.57695958,2896.306659,-52.383,272,398,"[272.0, 286.0, 300.0, 314.0, 328.0, 342.0, 356.0, 370.0, 384.0, 398.0]"
110,CC(=CC(=O)O)C,14.11957606087381,343.17603467776445,-301.27054875233364,23.237228525360752,4631.880422449182,-72.64998879167192,23.23722824,4631.880173,-72.65,369,471,"[369.0, 380.33334, 391.66666, 403.0, 414.33334, 425.66666, 437.0, 448.33334, 459.66666, 471.0]"
111,CC1(CO1)C,15.656530778968946,960.1641942545515,-106.58418911362236,20.10398630187865,2454.758522617494,-42.770996738131444,20.10398558,2454.758337,-42.771,204,329,"[204.0, 217.88889, 231.77777, 245.66667, 259.55554, 273.44446, 287.33334, 301.22223, 315.1111, 329.0]"
112,CC(C)(C)C=C,16.84184373784862,1280.1975867181743,-98.42183476783367,20.268299176444398,2326.8088076607232,-48.24097480484139,20.26829805,2326.808288,-48.241,232,337,"[232.0, 243.66667, 255.33333, 267.0, 278.66666, 290.33334, 302.0, 313.66666, 325.33334, 337.0]"
113,CC(C)C(C)(C)C=C,19.246002922038894,2221.1922079615088,-93.46032589489734,20.82851717302032,2976.7821341737904,-58.14999272685222,20.828517,2976.782008,-58.15,283,403,"[283.0, 296.33334, 309.66666, 323.0, 336.33334, 349.66666, 363.0, 376.33334, 389.66666, 403.0]"
114,C/C=C(/C)\C(=O)O,15.857303071785893,795.8321146946395,-258.6738527961299,22.617139591600097,4103.205507798291,-88.15002494204725,22.61714208,4103.206636,-88.15,361,461,"[361.0, 372.1111, 383.22223, 394.33334, 405.44446, 416.55554, 427.66666, 438.77777, 449.8889, 461.0]"
115,CC1=CC2=C(C=C1)C=C(C=C2)C,7.520173718596987,-2.733472865414897,-403.5435012754755,18.761201848747437,2998.668739763057,-135.69715621646606,18.76121005,2998.672685,-135.697,384,418,"[384.0, 387.77777, 391.55554, 395.33334, 399.1111, 402.8889, 406.66666, 410.44446, 414.22223, 418.0]"
116,CC(C)CC(=O)C1=CC=CC=C1,11.020618089279285,86.31912428659167,-338.1266222603686,23.14485043259062,5433.268354752407,-33.748976849469656,23.14484853,5433.267284,-33.749,331,501,"[331.0, 349.8889, 368.77777, 387.66666, 406.55554, 425.44446, 444.33334, 463.22223, 482.1111, 501.0]"
117,CCCC(C)C(C)C,17.322701017542016,1392.0684778956504,-148.48713247018304,20.705672229154857,3026.2637871790857,-59.09102168382758,20.70567409,3026.264562,-59.091,290,408,"[290.0, 303.1111, 316.22223, 329.33334, 342.44446, 355.55554, 368.66666, 381.77777, 394.8889, 408.0]"
118,CCCC(C)CCC,18.879265411169417,2067.4454426908255,-111.94584074832271,20.774246972922462,3052.6299500504006,-60.782978229960186,20.77424507,3052.629161,-60.783,292,408,"[292.0, 304.8889, 317.77777, 330.66666, 343.55554, 356.44446, 369.33334, 382.22223, 395.1111, 408.0]"
119,CCCCC(C)CC,16.65209868076261,1129.2962307347416,-173.2584831058791,20.758561862474036,3053.548806019241,-61.33705896923478,20.75856447,3053.550195,-61.337,302,408,"[302.0, 313.77777, 325.55554, 337.33334, 349.1111, 360.8889, 372.66666, 384.44446, 396.22223, 408.0]"
120,CC1=CN=C(C=C1)C,12.26570375028314,66.96386877064737,-341.63607517644357,21.202200654257926,3549.251668085609,-63.33403625302552,21.20220354,3549.253017,-63.334,358,431,"[358.0, 366.1111, 374.22223, 382.33334, 390.44446, 398.55554, 406.66666, 414.77777, 422.8889, 431.0]"
121,CCCC(C)(C)O,16.418873996187553,1056.7002652394015,-194.59895653044705,19.057646638136674,1867.5123253527333,-146.54996634617936,19.05764486,1867.51164,-146.55,309,419,"[309.0, 321.22223, 333.44446, 345.66666, 357.8889, 370.1111, 382.33334, 394.55554, 406.77777, 419.0]"
122,CC1C=CC(=O)O1,13.448254378459344,173.90224829731662,-304.4357372828595,23.96033634317207,5989.614182014322,9.663087042509051e-05,23.96033206,5989.610986,0.0,370,482,"[370.0, 382.44446, 394.8889, 407.33334, 419.77777, 432.22223, 444.66666, 457.1111, 469.55554, 482.0]"
123,CC1CCC=CC1,13.596411400967947,305.4574829307966,-235.75442245739885,20.70878444166619,2954.4479627034807,-54.149953554983924,20.70878258,2954.446933,-54.15,292,429,"[292.0, 307.22223, 322.44446, 337.66666, 352.8889, 368.1111, 383.33334, 398.55554, 413.77777, 429.0]"
124,C=CCCC(=O)O,12.189386546145467,31.135982065537416,-369.2790618377423,21.60561667956835,3557.4941544532085,-108.1499904395989,21.60561644,3557.493969,-108.15,362,464,"[362.0, 373.33334, 384.66666, 396.0, 407.33334, 418.66666, 430.0, 441.33334, 452.66666, 464.0]"
125,C=CCC=C,13.470912686571372,200.63609117518556,-202.86787402431696,20.701158771745096,2376.842434778656,-40.050048802313675,20.70116102,2376.843462,-40.05,235,310,"[235.0, 243.33333, 251.66667, 260.0, 268.33334, 276.66666, 285.0, 293.33334, 301.66666, 310.0]"
126,CCC=C=C,13.481239586655498,232.8128630078046,-202.5107435851391,20.836411070455195,2551.032395290012,-43.99006570637701,20.83641487,2551.034025,-43.99,249,335,"[249.0, 258.55554, 268.1111, 277.66666, 287.22223, 296.77777, 306.33334, 315.8889, 325.44446, 335.0]"
127,CC(C)CCC(C)C,19.88686253624104,2519.0307216883775,-86.29011992623474,20.679790083869815,2959.9026226143856,-58.90205636893714,20.67979303,2959.904059,-58.902,285,398,"[285.0, 297.55554, 310.1111, 322.66666, 335.22223, 347.77777, 360.33334, 372.8889, 385.44446, 398.0]"
128,CCCCCC(C)C,16.256614241704984,1017.0784666303783,-179.53315958154192,20.812536821789458,3074.4574979339864,-59.735009441769016,20.81253706,3074.457668,-59.735,294,408,"[294.0, 306.66666, 319.33334, 332.0, 344.66666, 357.33334, 370.0, 382.66666, 395.33334, 408.0]"
129,CCCC=C=C,11.553553040286168,-0.033115350551087455,-0.2510886355323231,11.521618187419122,-0.03302423912908915,-0.24961737539449308,20.09696269,2521.123444,-55.0,349,349,"[349.0, 349.0, 349.0, 349.0, 349.0, 349.0, 349.0, 349.0, 349.0, 349.0]"
130,CC(C)(C(=O)O)O,12.828613241744032,270.67183615252054,-318.2251508825447,26.375605329965655,6679.934874051841,-35.478011654554805,26.37560567,6679.935207,-35.478,371,485,"[371.0, 383.66666, 396.33334, 409.0, 421.66666, 434.33334, 447.0, 459.66666, 472.33334, 485.0]"
131,CCC(CC)C(C)C,18.549661498484138,1893.4922442751915,-116.26307251177715,20.6912622343981,3032.620924662336,-57.92094844388769,20.6912599,3032.619697,-57.921,289,408,"[289.0, 302.22223, 315.44446, 328.66666, 341.8889, 355.1111, 368.33334, 381.55554, 394.77777, 408.0]"
132,CN(C)C(=O)C1=CC=CC=C1,6.20487435843034,20.994612633201015,-411.68748535091765,23.27499223977404,6794.930109823742,5.0233876920882065e-05,23.27499064,6794.928609,0.0,373,403,"[373.0, 376.33334, 379.66666, 383.0, 386.33334, 389.66666, 393.0, 396.33334, 399.66666, 403.0]"
133,CCCOC(=O)C(C)O,12.612922086932214,238.02989137005144,-286.71253964675054,21.32032422015777,3444.6826306286443,-90.13401842904474,21.32032615,3444.683417,-90.134,314,441,"[314.0, 328.1111, 342.22223, 356.33334, 370.44446, 384.55554, 398.66666, 412.77777, 426.8889, 441.0]"
134,CCC1=CC=CC(=C1)C,15.617495192475326,965.2769635533355,-210.67112527112118,20.07709150380859,3542.490439486651,-63.539992846575075,20.07709138,3542.490324,-63.54,350,506,"[350.0, 367.33334, 384.66666, 402.0, 419.33334, 436.66666, 454.0, 471.33334, 488.66666, 506.0]"
135,CCCC1=CC(=CC=C1)O,16.121973497463614,1192.6524302121913,-258.3448853280371,21.722587771395993,3943.499334765349,-114.78399998248632,21.72258777,3943.499334,-114.784,386,512,"[386.0, 400.0, 414.0, 428.0, 442.0, 456.0, 470.0, 484.0, 498.0, 512.0]"
136,CCOC(=O)/C=C/C1=CC=CO1,9.019640006449217,162.31404685605568,-560.2311330863979,23.69793290223263,5690.7605773939085,-40.7059520413117,23.69792947,5690.758467,-40.706,428,508,"[428.0, 436.8889, 445.77777, 454.66666, 463.55554, 472.44446, 481.33334, 490.22223, 499.1111, 508.0]"
137,CCCC(CC)O,17.688525751189893,1450.2227894629043,-176.15820876907236,24.845169166973516,5388.279106621554,-3.990010971591343,24.84516946,5388.279376,-3.99,316,430,"[316.0, 328.66666, 341.33334, 354.0, 366.66666, 379.33334, 392.0, 404.66666, 417.33334, 430.0]"
138,CCCCC(=O)OC,15.018934246249596,710.6451251616108,-219.7012844217708,22.16574313708611,3818.6069865023596,-42.09000680423073,22.16574329,3818.607118,-42.09,297,411,"[297.0, 309.66666, 322.33334, 335.0, 347.66666, 360.33334, 373.0, 385.66666, 398.33334, 411.0]"
139,CCNC,10.417163373642648,-0.4056836672099847,-313.93391342223293,21.575453505528518,2723.383117593359,-38.14996562114693,21.57545258,2723.382519,-38.15,289,319,"[289.0, 292.33334, 295.66666, 299.0, 302.33334, 305.66666, 309.0, 312.33334, 315.66666, 319.0]"
140,CON=O,11.751127796013785,95.74728063198934,-196.06526063203054,21.477840097580106,2487.32586449471,-5.697108545994645,21.477846,2487.328403,-5.697,218,273,"[218.0, 224.11111, 230.22223, 236.33333, 242.44444, 248.55556, 254.66667, 260.77777, 266.8889, 273.0]"
141,CC(C)C=C(C)C,18.084357858286044,1599.7137373883972,-119.42727227523794,20.68695382060193,2755.181059689441,-55.695008857988334,20.68695407,2755.181219,-55.695,266,380,"[266.0, 278.66666, 291.33334, 304.0, 316.66666, 329.33334, 342.0, 354.66666, 367.33334, 380.0]"
142,CC1=CC=C(N1)C,11.879060659589017,2.5653098477172493,-376.68280763532897,21.502021081103162,3492.7604320680775,-90.52602581074653,21.50202314,3492.761394,-90.526,373,473,"[373.0, 384.1111, 395.22223, 406.33334, 417.44446, 428.55554, 439.66666, 450.77777, 461.8889, 473.0]"
143,CN1CCCCC1,13.158526047896776,415.9445207532159,-214.02243430080048,20.74953833753349,3043.969141117045,-49.67399997151341,20.74953833,3043.969139,-49.674,273,381,"[273.0, 285.0, 297.0, 309.0, 321.0, 333.0, 345.0, 357.0, 369.0, 381.0]"
144,CCCCC(C)O,16.512036193509232,1008.8093370798277,-210.26032986983137,22.869804976458227,3905.621995396483,-68.71999109113992,22.86980474,3905.621809,-68.72,324,435,"[324.0, 336.33334, 348.66666, 361.0, 373.33334, 385.66666, 398.0, 410.33334, 422.66666, 435.0]"
145,CCCC#C,14.04810834849757,359.0519480402564,-181.24460918506443,20.729254155078227,2459.391806467436,-46.149972215063826,20.72925256,2459.391138,-46.15,233,334,"[233.0, 244.22223, 255.44444, 266.66666, 277.8889, 289.1111, 300.33334, 311.55554, 322.77777, 334.0]"
146,CCCNC,11.432888303428575,-1.5966873621727709,-327.0139675684545,21.62033755029943,2957.604538690007,-43.14991454822129,21.62032996,2957.601474,-43.15,318,344,"[318.0, 320.8889, 323.77777, 326.66666, 329.55554, 332.44446, 335.33334, 338.22223, 341.1111, 344.0]"
147,CCCOCC,14.568405077421824,452.74396631982813,-190.08598923528834,20.346747131083745,2423.401738570658,-62.2699997253448,20.34674712,2423.401733,-62.27,252,360,"[252.0, 264.0, 276.0, 288.0, 300.0, 312.0, 324.0, 336.0, 348.0, 360.0]"
148,C1C=CCC=C1,10.774222703681472,6.322663370724537,-300.04610472163495,21.501780779368563,3292.1806975080303,-32.568120358888144,21.50179288,3292.185509,-32.568,304,323,"[304.0, 306.1111, 308.22223, 310.33334, 312.44446, 314.55554, 316.66666, 318.77777, 320.8889, 323.0]"
149,CC(C)(C)C#N,11.198919350138505,28.176100797880217,-301.707365892182,20.61207440854764,2870.16339325278,-62.48698339827094,20.612074,2870.163108,-62.487,313,370,"[313.0, 319.33334, 325.66666, 332.0, 338.33334, 344.66666, 351.0, 357.33334, 363.66666, 370.0]"
150,COC1=CC=C(C=C1)C=C,16.873795574069206,1727.8185458216894,-179.8132816096929,23.123115046698345,5088.625100587017,-39.16394450081556,23.12311212,5088.623255,-39.164,318,455,"[318.0, 333.22223, 348.44446, 363.66666, 378.8889, 394.1111, 409.33334, 424.55554, 439.77777, 455.0]"
151,CC/C=C/C,15.8038842402493,805.4226688573964,-131.08346473991512,20.780206016988426,2488.5407530887296,-40.583043599826176,20.78020877,2488.541865,-40.583,228,328,"[228.0, 239.11111, 250.22223, 261.33334, 272.44446, 283.55554, 294.66666, 305.77777, 316.8889, 328.0]"
152,C(CCCN)CCCN,2.805137740091442,7.52291382099149,-309.26965155815634,23.156790240009222,4698.919765506844,-23.952835438923618,23.15677592,4698.91303,-23.953,273,313,"[273.0, 277.44446, 281.8889, 286.33334, 290.77777, 295.22223, 299.66666, 304.1111, 308.55554, 313.0]"
153,CC(C)CCOC(=O)CC(C)C,19.844652357284822,2690.683351912066,-137.5529679622328,22.674865064595544,4998.309479117968,-18.889053599994046,22.67486788,4998.311262,-18.889,300,467,"[300.0, 318.55554, 337.1111, 355.66666, 374.22223, 392.77777, 411.33334, 429.8889, 448.44446, 467.0]"
154,CCOC(=O)C(C)O,12.208412347712239,130.2461117181994,-297.199942453474,22.05777485526763,3750.758974661179,-69.6230082271074,22.05777508,3750.759146,-69.623,312,426,"[312.0, 324.66666, 337.33334, 350.0, 362.66666, 375.33334, 388.0, 400.66666, 413.33334, 426.0]"
155,CC(=C(C)CCC(=O)C)C,16.55032800808251,1215.5340651306021,-212.3345707527232,23.547478746485567,5252.334923515045,-33.49999293535969,23.54747856,5252.334752,-33.5,315,471,"[315.0, 332.33334, 349.66666, 367.0, 384.33334, 401.66666, 419.0, 436.33334, 453.66666, 471.0]"
156,CC(C)CC=C,16.228669858591182,903.0227763005342,-139.84939631885533,20.631599933849667,2581.8886721801073,-43.46299964614939,20.63159992,2581.888665,-43.463,242,350,"[242.0, 254.0, 266.0, 278.0, 290.0, 302.0, 314.0, 326.0, 338.0, 350.0]"
157,CC(C)/C=C/C(C)C,19.16641175653254,2212.6872516496533,-94.59685252426974,20.844913724441582,2954.9086309765876,-58.149950713277214,20.84491141,2954.90745,-58.15,281,400,"[281.0, 294.22223, 307.44446, 320.66666, 333.8889, 347.1111, 360.33334, 373.55554, 386.77777, 400.0]"
158,C=CC1CC1,11.484255691893907,0.7755098264664464,-290.732288383457,22.597818340004864,3474.610895041654,0.00039662239139129796,22.59780036,3474.600905,0.0,290,310,"[290.0, 292.22223, 294.44446, 296.66666, 298.8889, 301.1111, 303.33334, 305.55554, 307.77777, 310.0]"
159,CC1=CCCC1,11.427307775640294,12.072773228714034,-306.96707073282374,20.251896276394746,2493.9907527473124,-63.195177884691596,20.25190364,2493.994387,-63.195,316,350,"[316.0, 319.77777, 323.55554, 327.33334, 331.1111, 334.8889, 338.66666, 342.44446, 346.22223, 350.0]"
160,CC1=CC(=C(C(=C1)O)C)C,12.416529743241707,55.15523879860061,-434.1047906819896,21.200736485674007,3887.553574355622,-106.70678033714272,21.20072988,3887.548818,-106.707,460,520,"[460.0, 466.66666, 473.33334, 480.0, 486.66666, 493.33334, 500.0, 506.66666, 513.3333, 520.0]"
161,CC1CCC2=CC=CC=C12,11.45879760587185,-0.02470030885771448,-0.18556793581558223,11.531900107374828,-0.024857463492110633,-0.18808751793057243,20.70793062,3615.334906,-70.0,464,464,"[464.0, 464.0, 464.0, 464.0, 464.0, 464.0, 464.0, 464.0, 464.0, 464.0]"
162,CCC12CC3CC(C1)CC(C3)C2,14.322099542315057,889.1696821187663,-216.0899630825326,22.054942681463217,4785.6696157212855,-37.56101053107181,22.0549429,4785.669831,-37.561,368,491,"[368.0, 381.66666, 395.33334, 409.0, 422.66666, 436.33334, 450.0, 463.66666, 477.33334, 491.0]"
163,CC(=C)C(=O)C,13.17832482321219,171.38469505910732,-267.6261903064653,20.894071372136363,2916.348167601205,-59.53201246653923,20.8940716,2916.34836,-59.532,320,371,"[320.0, 325.66666, 331.33334, 337.0, 342.66666, 348.33334, 354.0, 359.66666, 365.33334, 371.0]"
164,CCOCC(=O)OCC,13.78449487060215,426.19689409620577,-260.5684219874703,24.42998717954982,5544.128084159204,0.006962260915149216,24.42999035,5544.129848,0.007,330,430,"[330.0, 341.1111, 352.22223, 363.33334, 374.44446, 385.55554, 396.66666, 407.77777, 418.8889, 430.0]"
165,CCCC(=O)OC(C)CC,14.109192290597107,490.59088653980024,-262.28999886194833,22.68437493528269,4562.340340693378,-21.15006319903432,22.68437756,4562.342103,-21.15,323,456,"[323.0, 337.77777, 352.55554, 367.33334, 382.1111, 396.8889, 411.66666, 426.44446, 441.22223, 456.0]"
166,CCCCCCCC(=O)C,15.97863277664185,1145.300787687564,-220.80167327151295,21.342663715593574,3784.7605910997145,-82.14994503398178,21.34266123,3784.759117,-82.15,357,496,"[357.0, 372.44446, 387.8889, 403.33334, 418.77777, 434.22223, 449.66666, 465.1111, 480.55554, 496.0]"
167,CCCCCCCC/C=C\C,17.577893741664223,1924.8742731703676,-159.5770346637394,20.959490183109317,3600.668652970026,-87.12295395723885,20.95948804,3600.667439,-87.123,333,470,"[333.0, 348.22223, 363.44446, 378.66666, 393.8889, 409.1111, 424.33334, 439.55554, 454.77777, 470.0]"
168,C1=COC(=O)O1,8.115953104489451,0.3394440239096894,-320.3411365401911,22.630970480878865,4965.318046722894,0.0002113285111105755,22.63095759,4965.310613,0.0,308,348,"[308.0, 312.44446, 316.8889, 321.33334, 325.77777, 330.22223, 334.66666, 339.1111, 343.55554, 348.0]"
169,CCC(C)ON=O,7.659280272245336,-0.9757119051835554,-280.8316042839235,21.77096100463018,3557.503652633021,0.00034496844835967195,21.77094205,3557.493969,0.0,267,287,"[267.0, 269.22223, 271.44446, 273.66666, 275.8889, 278.1111, 280.33334, 282.55554, 284.77777, 287.0]"
170,CCCOC(=O)C=C,12.679424334835705,223.22030175228576,-258.9750666632367,23.074044039828976,4564.329233887446,-3.964920652473817e-09,23.07404404,4564.329234,0.0,287,395,"[287.0, 299.0, 311.0, 323.0, 335.0, 347.0, 359.0, 371.0, 383.0, 395.0]"
171,CC(=O)OCC(C)(C)C,13.474612314608716,323.52118940399845,-256.4834531346969,26.336277531618126,5903.82818607193,2.28743861766795e-07,26.33627752,5903.828178,0.0,301,400,"[301.0, 312.0, 323.0, 334.0, 345.0, 356.0, 367.0, 378.0, 389.0, 400.0]"
172,CCCCCC(=O)CCCCC,17.086642660477512,1717.8157079331684,-200.41624002110697,21.121547054660613,3898.536306855617,-94.21193108081012,21.12154398,3898.534452,-94.212,388,500,"[388.0, 400.44446, 412.8889, 425.33334, 437.77777, 450.22223, 462.66666, 475.1111, 487.55554, 500.0]"
173,CC(=O)CCC#N,12.51445575943534,151.32786248284748,-326.29672339166086,23.86629836207438,6290.6649191906035,5.250327880601214e-05,23.86629449,6290.662474,0.0,393,473,"[393.0, 401.8889, 410.77777, 419.66666, 428.55554, 437.44446, 446.33334, 455.22223, 464.1111, 473.0]"
174,CCC1=CC(=CC(=C1)C)C,16.75452543557617,1232.6405601134506,-209.33010467027844,20.3235353370934,3391.9830868824743,-71.15004677956104,20.32353706,3391.984152,-71.15,338,489,"[338.0, 354.77777, 371.55554, 388.33334, 405.1111, 421.8889, 438.66666, 455.44446, 472.22223, 489.0]"
175,CCCCCCCCC(C)CC,15.99982301221397,1161.1637917537298,-230.1548815975904,23.67511404674436,5871.29050574151,-1.1279209840246205,23.67511085,5871.288046,-1.128,357,485,"[357.0, 371.22223, 385.44446, 399.66666, 413.8889, 428.1111, 442.33334, 456.55554, 470.77777, 485.0]"
176,CCCCCCC/C=C/CC,18.22490620819812,2188.4107860262757,-147.253245489229,20.962805428359033,3613.258718624031,-83.56798191247252,20.96280376,3613.257974,-83.568,333,467,"[333.0, 347.8889, 362.77777, 377.66666, 392.55554, 407.44446, 422.33334, 437.22223, 452.1111, 467.0]"
177,CC(C)CCCC(C)C,16.840283791474874,1222.064121110751,-178.52008918784657,20.759879476606905,3169.279458949664,-65.14994720945651,20.75987694,3169.278122,-65.15,306,436,"[306.0, 320.44446, 334.8889, 349.33334, 363.77777, 378.22223, 392.66666, 407.1111, 421.55554, 436.0]"
178,CCCC1=CC=CC=C1C,15.085295942541736,822.7119831539145,-231.8896312532356,20.474586518687644,3462.42011404575,-71.15000694533224,20.47458665,3462.42023,-71.15,340,490,"[340.0, 356.66666, 373.33334, 390.0, 406.66666, 423.33334, 440.0, 456.66666, 473.33334, 490.0]"
179,CCCCCCC1=CC=CC=C1,13.449534718794062,305.40303894173235,-326.7920836402726,20.97217529023323,3911.19406518403,-85.1499999912602,20.97217529,3911.194065,-85.15,378,531,"[378.0, 395.0, 412.0, 429.0, 446.0, 463.0, 480.0, 497.0, 514.0, 531.0]"
180,C(#N)C(=O)C#N,8.333063011942098,2.0498078595807834,-255.16175090069368,24.851320237738985,4513.056587196043,0.049715978229794365,24.85134039,4513.066782,0.05,250,291,"[250.0, 254.55556, 259.1111, 263.66666, 268.22223, 272.77777, 277.33334, 281.8889, 286.44446, 291.0]"
181,COC(=O)CCCC(=O)OC,18.100014394689072,1891.1461416572065,-204.4108044137875,24.822423924086802,6348.202378127701,-6.4999196359434315,24.82241992,6348.19947,-6.5,357,487,"[357.0, 371.44446, 385.8889, 400.33334, 414.77777, 429.22223, 443.66666, 458.1111, 472.55554, 487.0]"
182,CCCCNC(=O)C,13.197043346093762,132.79087910102453,-397.6588113242925,21.763066345271053,4801.602992922683,-85.07003070737194,21.76306721,4801.60372,-85.07,443,653,"[443.0, 466.33334, 489.66666, 513.0, 536.3333, 559.6667, 583.0, 606.3333, 629.6667, 653.0]"
183,CCCCC#CC,15.891645510017913,897.361151806105,-180.97618896415753,20.843690871049546,3046.780468992938,-58.15000725785522,20.84369104,3046.780595,-58.15,288,411,"[288.0, 301.66666, 315.33334, 329.0, 342.66666, 356.33334, 370.0, 383.66666, 397.33334, 411.0]"
184,C=C1CCC1,12.633731733632613,97.99841846173707,-239.4023596495129,20.796146165475186,2533.9897083933397,-41.99891813137102,20.79614266,2533.987987,-41.999,274,348,"[274.0, 282.22223, 290.44446, 298.66666, 306.8889, 315.1111, 323.33334, 331.55554, 339.77777, 348.0]"
185,CNC1=CC=NC=C1,4.69479202276209,4.839661377659502,-340.44472354351865,24.811185336196967,6700.653149623808,4.500934822664884e-05,24.81118331,6700.651565,0.0,313,343,"[313.0, 316.33334, 319.66666, 323.0, 326.33334, 329.66666, 333.0, 336.33334, 339.66666, 343.0]"
186,C1CCCNCCC1,5.768336935622132,-10.004420972627276,-289.83536863787947,22.724249021691193,4467.771994002399,-30.671843491898073,22.72423531,4467.765723,-30.672,273,313,"[273.0, 277.44446, 281.8889, 286.33334, 290.77777, 295.22223, 299.66666, 304.1111, 308.55554, 313.0]"
187,CCC1=CC=CC2=CC=CC=C21,19.63457936962555,2841.037834941509,-166.93839206542532,21.08359889475468,4239.797411349104,-87.86992357416541,21.08359738,4239.795983,-87.87,402,565,"[402.0, 420.1111, 438.22223, 456.33334, 474.44446, 492.55554, 510.66666, 528.7778, 546.8889, 565.0]"
