,SMIELS,Atom2,Func. Group,Actual,Predict
8761,CCCCCC(C)(CCC)O,CHO,alcohol,517.35,490.46317
1168,CC(C)CCOC(=O)CC(C)C,CHO,ester,463.55,469.5281
3508,CCOC(=O)CN=C=O,CHON,ester,339.65,413.96356
5255,CC(C1CCCC1)O,CHO,alcohol,440.15,451.5976
4262,C1CC2C=CC1OO2,CHO,alkene,411.96,412.1565
10915,CCCC(C1CCCCC1)OC(=O)C,CHO,ester,551.49,517.3399
850,CCOC(=O)C(C)(C)O,CHO,ester,423.15,470.2356
3809,C1COCCN1C#N,CHON,ester,475.42,427.90442
6870,CCCC(CCC)(C#N)O,CHON,alcohol,573.67,544.63446
945,CCCCC(CC)C=O,CHO,aldehyde,436.15,431.7982
9105,CCC(C1CCCCC1)C(=O)O,CHO,alcohol,593.02,571.45447
8912,CCCC(=O)C(C)CC(=O)OCC,CHO,ester,540.05,543.3821
1633,CC1COC(=O)O1,CHO,ester,515.15,454.28012
7777,C1C(=NN(C1=O)C2=CC=CC=C2)N,CHON,aromatic,528.15,533.2438
5372,CCOC(=O)NCC(C)C,CHON,ester,467.71,490.82617
5621,CCC(CO)C(CC)O,CHO,alcohol,543.24,525.97394
271,CC/C(=C/C)/C,CH,alkene,343.55,357.8833
7864,COC1=C(C(=CC=C1)OC)C=O,CHO,ester,558.15,494.54987
54,CC(=CC(C)(C)C)C,CH,alkene,379.95,392.12106
5458,COC1CCC(CC1)O,CHO,ester,489.24,465.03134
10270,CCCC(CCC(C)C)C(C)C,CH,alkane,464.15,468.13586
3698,CCC(=O)C(C)O,CHO,alcohol,425.65,444.20624
10085,CC1(CC(CC(N1)(C)C)OCCO)C,CHON,ester,625.12,605.88855
237,CCC=C,CH,alkene,266.95,302.88184
9417,CCC(C)C(C)C(C)(C)CC,CH,alkane,454.15,449.4876
3748,CC(N(C)N=O)OC(=O)C,CHON,ester,447.62,433.11124
8249,COC(=C)C1C2CC3C1C3C2,CHO,ester,449.72,458.20148
8525,CC1=CCCC(C1CO)(C)C,CHO,alkene,488.15,498.37146
10482,CCC(CC)C(C)C(CC)CC,CH,alkane,473.15,470.0023
3600,COC(=O)CN1CC1,CHON,ester,391.8,411.97794
6503,CCC(C)C(C)CCO,CHO,alcohol,473.94,448.15012
9643,CCC(=O)OCC1=CC=C(C=C1)OC,CHO,ester,500.15,486.04535
7681,CCCCC(=O)NCCCC,CHON,amide,509.56,535.9632
8950,CC(C)OC(=O)C1=CC=CC=C1N,CHON,ester,544.6,521.81683
10240,C1=CC=C2C(=C1)C=CC=C2CCO,CHO,aromatic,463.15,506.37198
6908,CCC(CC)C(CC(=O)O)N,CHON,carboxylic_acid,599.8,586.76215
8727,CCOC(=O)N1CC2CCC1C=C2,CHON,ester,515.97,509.51498
3835,CC(C)(C)OC(=O)NN,CHON,ester,491.69,483.16595
2404,C(CN)C#N,CHN,amine,458.15,452.23175
10484,CCC(C)C(C)C(C)(C)C(C)C,CH,alkane,473.15,470.0023
2448,CN(C)C1=CC=CC=N1,CHN,aromatic,469.15,456.29263
3897,CC(CNCCO)O,CHON,alcohol,548.09,521.11206
8103,CCCCC(CC)C(=C)C,CH,alkene,424.52,433.39453
1251,CC(CC(C)O)O,CHO,alcohol,472.15,481.43317
8056,C1CCN=C(C1)C2=CN=CC=C2,CHN,aromatic,388.15,443.11035
4229,C1CC2CC1CN2,CHN,amine,403.18,412.1636
4379,CC12COC(OC1)OC2,CHO,ester,439.99,429.26273
11128,CCCCN1C(=O)C2CC=CCC2C1=O,CHON,amide,643.42,605.2553
5976,CC1CCCCC1=C,CH,alkene,401.35,396.72916
3023,C(N=O)O,CHON,alcohol,378.06,411.116
10203,CC(C)CC(C(C)C)C(C)(C)C,CH,alkane,453.15,468.7326
5775,C1C/C=C\C=C/CC1,CH,alkene,327.15,411.5502
3177,C(C(C(=O)O)O)O,CHO,alcohol,597.67,580.5371
2252,C1=CC=C(C(=C1)C#N)O,CHON,aromatic,422.15,481.76788
5726,C(CNCCN)CNCCN,CHN,amine,605.16,563.0721
9340,CCCC(C)CC(C)(C)CC,CH,alkane,447.15,448.89087
3735,CCCN(C(=O)C)N=O,CHON,amide,443.71,436.7083
9246,CCCCC1=CC=C(C=C1)C,CH,aromatic,362.15,471.72507
8464,CC(C)CCOC(=O)CCC=C,CHO,ester,482.86,468.74847
9361,CCCCC(CC)C(C)(C)C,CH,alkane,449.15,448.89087
3194,C=C1C=C1,CH,alkene,300.85,309.07263
22,CCCC#CC,CH,alkyne,357.65,361.07895
3331,COCCOC(=O)N,CHON,ester,444.29,464.43048
4462,CC(CC=C)C(=O)O,CHO,alkene,461.65,467.15982
1931,C(=O)C=O,CHO,aldehyde,323.54999999999995,384.60977
11102,CCCC1C(C(OC(O1)CCC)O)CC,CHO,ester,625.78,584.6965
9808,CCCC(C#N)C1=CC=CC=C1,CHN,aromatic,528.15,501.77863
2857,C1CC(=O)N(C1)CCO,CHON,amide,568.15,502.74054
4202,CCC#CC(=O)C,CHO,alkyne,399.75,391.2891
7928,CCOC(=O)CC(C(=O)OCC)N=C=O,CHON,ester,588.19,573.5104
2662,C(CNCCO)N,CHON,alcohol,512.15,501.7828
11088,C1CC2C3C4C1C5C2C(=O)C3C4C5=O,CHO,ketone,616.68,618.8166
9926,CCN1C2=CC=CC=C2C(C1=O)C,CHON,amide,556.15,503.59827
6383,C1CC2CCC1CNC2,CHN,amine,457.48,447.94397
4351,C(CCC=O)CC=O,CHO,aldehyde,434.2,439.9642
10625,CC1=CC(=C(C=C1C)C(C)C)C,CH,aromatic,494.15,488.34567
185,CC(C(C)(C)C)C(C)(C)C,CH,alkane,432.45,437.13312
8290,C1CC2(CCC13CC3)CC2,CH,alkane,458.04,452.7537
2015,C=CC(=O)OCCCCOC(=O)C=C,CHO,ester,356.15,435.98178
9196,CC(=O)C(C(C(=O)C)C(=O)C)C(=O)C,CHO,ketone,643.0,621.2659
3449,CN1C(=O)NC(=O)C=N1,CHON,aromatic,560.56,545.48804
1965,CC1=COC=C1,CHO,aromatic,339.15,400.22382
7128,CC1CCCCCC1C,CH,alkane,424.67,416.65802
8787,CCCC(C)CCCC(C)O,CHO,alcohol,519.7,496.5647
1183,C1C2=CC=CC=C2CO1,CHO,ester,465.15,478.02524
9104,CCCCNC(=O)OCCOC(=O)C=C,CHON,ester,591.69,560.6102
9266,C=CCOC(=O)COC1=CC=CC=C1,CHO,ester,389.65,467.469
1179,CCOC(C1=CC=CO1)OCC,CHO,ester,464.65,436.4019
1214,CC(C)CCC(=O)C1=COC=C1,CHO,aromatic,469.15,430.53766
2163,C1=CN=CN=C1,CHN,aromatic,396.95,405.7472
1159,C1=CC=C(C=C1)CCCCC(=O)O,CHO,aromatic,463.15,497.46854
1491,CCCCCCCOC(=O)CCC,CHO,ester,498.95,506.65005
5439,CCOC(=O)C1CCOC1=O,CHO,ester,482.94,469.5029
10259,CCC(CC(C)(C)CC)C(C)C,CH,alkane,463.15,470.0023
2972,CC(C)CN(C)C,CHN,amine,353.65,364.5654
1090,CC(=O)OC(C=C)OC(=O)C,CHO,ester,453.15,462.99246
1989,C1CCC2(CC1)OCCO2,CHO,ester,346.15,426.70676
9748,CC(C)C1CCC(CC1)CC=O,CHO,aldehyde,514.38,502.35727
362,CCC1CCCCC1,CH,alkane,405.05,406.4113
6569,CC1CCCC(C1C)O,CHO,alcohol,485.03,465.18506
7867,CCC#CCCCCC(=O)O,CHO,alkyne,560.03,543.91125
1215,C1C(O1)COCCOCCOCCOCC2CO2,CHO,ester,469.15,545.5798
9831,CCC(=CCCC(C)(C#C)O)C,CHO,alkene,534.39,522.61707
1757,CC(=O)CC(=O)C1=CC=CC=C1,CHO,aromatic,534.65,505.19928
10839,CCCCC/C=C/CCC(=O)OCC,CHO,ester,536.54,517.3399
5395,CC(=O)C1=CC=CN1C,CHON,aromatic,473.15,430.4873
8479,CCOC(=O)C1C(C1(C)C)(C)C,CHO,ester,484.5,474.29373
7351,CCC(CC)C(=O)OC(C)C,CHO,ester,462.86,458.7461
9604,C=C1CCCCCCCCC1,CH,alkene,491.74,479.7657
1891,CCOC(=O)C1=CC=C(C=C1)C(=O)OCC,CHO,ester,575.15,547.7582
6416,CCCC1CCC(=O)C1,CHO,ketone,463.65,447.03217
9821,CCCOC(=O)CC1=CC=CC=C1,CHO,ester,531.65,483.3603
8929,CC(C)N1CCCN2C1=NCCC2,CHN,amine,542.04,526.84296
10336,CC12C3(C1(C4(C2(C34C)C)C)C)C,CH,alkane,467.6,470.0023
3144,C=CNC=O,CHON,alkene,483.15,419.10944
11063,CN(C)CCC1=CNC2=CC=CC=C21,CHN,aromatic,605.27,520.2294
1404,CC1=C(C(=CC=C1)O)C,CHO,aromatic,490.05,491.16135
3359,CC(=O)CC(=O)N,CHON,amide,471.39,499.7584
5905,CCC#CCC(C)C,CH,alkyne,391.2,391.916
706,CCCC(=O)OC(C)C,CHO,ester,403.65,424.01868
3083,C=CC=N,CHN,alkene,349.38,370.0498
10406,CCCC(C)C(C)C(C)C(C)C,CH,alkane,470.15,469.40555
8830,COC1=C(C=C(C=C1)CC=C)O,CHO,ester,526.65,512.9684
2114,C1CNCC=C1,CHN,alkene,381.15,390.21198
2968,C=CC#N,CHN,alkene,350.45,370.38605
1485,CC(=CCC/C(=C\CO)/C)C,CHO,alkene,498.15,501.43768
8470,COC(=O)CCCCCCC=C,CHO,ester,483.3,475.99857
383,CCCCC(C)CC,CH,alkane,391.15,391.31924
6320,CCN1CCN(CC1)CC,CHN,amine,447.15,422.2317
1871,C1CCC(CC1)C2=CC=C(C=C2)O,CHO,aromatic,567.15,486.59293
6099,C#CC1=CCCCC1,CH,alkene,418.65,395.89133
10391,CCC(C)CC(C)C(CC)CC,CH,alkane,470.15,470.0023
5491,CN(C)CCOCCC#N,CHON,ester,496.7,501.14072
1297,CC(C1=CC=CC=C1)O,CHO,aromatic,478.15,475.8463
147,CC(C)C1CCC(=C)C=C1,CH,alkene,444.65,440.83218
5893,CC(=CCC(=C)C)C,CH,alkene,389.7,392.68484
3776,CC1OCC(O1)CO,CHO,ester,460.15,454.6277
5376,CC(C)N(C=O)C(C)C,CHON,amide,468.6,425.224
8229,C1CC2CC1C3C2C=CC3,CH,alkene,447.38,444.71017
5979,CCC(C)C(C)(C)OC,CHO,ester,401.39,409.1549
1351,CC1=CC(=C(C=C1)O)C,CHO,aromatic,484.05,493.81873
519,CCCCCC#CCCCC,CH,alkyne,471.15,460.8746
2345,C1=CC(=CC(=C1)CC#N)CC#N,CHN,aromatic,443.15,467.91568
1613,CC(=C)C1CCC(=CC1)C=O,CHO,alkene,513.15,480.92438
8276,C1CCC2(C=C2)C3(C1)C=C3,CH,alkene,456.36,451.5078
546,CCC(=O)C=C,CHO,alkene,376.15,363.61786
7670,CC1C2CCC(C2)C1CO,CHO,alcohol,506.11,488.8572
4526,C1CC(OCC=C1)O,CHO,ester,478.99,462.12704
4452,CC(CC#N)N1CC1,CHN,amine,458.1,461.72842
6225,CC1=CCCC(=C1)OC,CHO,ester,437.56,430.4595
1227,CCCC(C)C(=O)O,CHO,alcohol,469.65,478.73364
6693,CCCCN(C(=O)CCC)N=O,CHON,amide,512.35,489.7146
9638,CC1=CC=C(C=C1)CCN(C)C,CHN,aromatic,499.65,475.59653
2293,CCCCNCCCC,CHN,amine,432.75,430.8674
2781,CC1=CC(=C2C(=C1)C=CC=N2)C,CHN,aromatic,541.65,537.6845
10957,CC(CCC=C(C)CCCO)C=C,CHO,alkene,566.62,572.87006
3154,C(C(=O)CO)O,CHO,alcohol,506.47,538.89465
4612,CCC(C(CC)O)O,CHO,alcohol,506.65,509.08774
10440,C/C(=C(/C)\C(C)(C)C)/C(C)(C)C,CH,alkene,471.62,470.0023
1621,C1=CC=C(C=C1)OCCC(=O)O,CHO,carboxylic_acid,513.15,497.4883
6619,CCCCOC(=O)CC(=O)C,CHO,ester,494.73,490.5385
4206,COC(=O)C12CC1C2,CHO,ester,400.28,414.8674
7026,C1CCC(=C(C#N)C(=O)O)CC1,CHON,alkene,402.65,492.55527
5575,CCOC(=O)N1CCN(CC1)N=O,CHON,ester,521.94,492.17804
9035,CCCCCCC(C)(C)C(=O)O,CHO,alcohol,570.68,562.9843
7621,CNCC1=CC=CC=C1OC,CHON,ester,499.15,472.17117
9376,CCC(C(C)C)C(C)(C)CC,CH,alkane,451.15,449.4876
126,CCCCCCC#CCC,CH,alkyne,450.15,440.5192
2262,CCC(CO)(CO)N,CHON,alcohol,425.65,502.27173
5092,C1CN2CCCN(C1)C2,CHN,amine,411.73,401.0421
7877,C1CC2CC1CC2CC(=O)O,CHO,alcohol,564.11,564.4285
2137,COCCCN,CHON,ester,390.65,382.50067
3476,C(C#N)C(=O)NC(=O)N,CHON,amide,623.64,591.5041
4424,CC(C)(CO)C(=O)OC,CHO,ester,450.65,479.41818
5600,CCCCN(C(=O)N(C)C)N=O,CHON,amide,534.15,494.97476
10524,CCCCC(CC)(CC)C(C)C,CH,alkane,476.15,470.65143
10908,CC(CCC=C(C)C)CCOCC=O,CHO,ester,548.84,521.1071
6585,CCCOC(=O)CCC(=O)C,CHO,ester,488.15,492.73547
10280,CC(C)C(C)CCCC(C)(C)C,CH,alkane,464.15,468.67563
8149,CCCCCC#CCC=C,CH,alkene,434.08,436.4881
2362,CN(C)CCC#N,CHN,amine,446.15,433.6594
5490,CCOC(CCO)OCC,CHO,ester,496.34,478.59067
6437,C1COCC1C2CCOC2,CHO,ester,467.1,504.90057
8344,CCOCCC1=CC=CC=C1,CHO,ester,467.65,478.7279
331,CCCC(C)C=C,CH,alkene,357.05,358.1423
1529,CCCC(=O)C1=CC=CC=C1,CHO,aromatic,501.65,482.40448
7861,CCCCC1CC(=O)CC1=O,CHO,ketone,556.44,528.7022
976,CCCCCC(=O)OCC,CHO,ester,440.15,439.6485
4139,CC(C)C(=O)C=C,CHO,alkene,386.99,383.44937
3444,C(#CC(=O)N)C(=O)N,CHON,alkyne,552.92,547.75665
1158,CCCC(=C(CC)C(=O)C)C,CHO,alkene,463.15,491.8112
10998,C1C=CCC23C1(CC=CC2)CC3=O,CHO,alkene,578.48,551.08075
2329,C1OC2=C(O1)C=C(C=C2)CCN,CHON,ester,439.15,452.63843
5454,C1=CN(C=C1)CCC#N,CHN,aromatic,488.28,470.2922
3135,C(CO)NC=O,CHON,alcohol,459.25,456.14917
10528,CCCCCCC(CC)CCC,CH,alkane,477.15,477.86703
2858,CCOC1=CC(=C(C=C1)N)N,CHON,ester,568.15,536.4177
4029,C1CC(=O)CCC1O,CHO,alcohol,357.15,466.5065
6537,CCOCC(COC(C)C)O,CHO,ester,481.15,547.47345
4409,CC(C(=O)C)OC(=O)C,CHO,ester,448.53,454.70242
371,CCC(C)(C)C(C)C,CH,alkane,387.95,391.916
8495,CCC(C)C(C)CCOC(=O)C,CHO,ester,485.74,476.23187
2927,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N,CHN,aromatic,639.15,574.49066
4576,C=CC1=CC(OC1=O)O,CHO,ester,494.84,474.2519
2747,CCCCC1=CC=C(C=C1)N,CHN,aromatic,534.15,503.73856
7218,CCN1CCN(C(C1)C)CC,CHN,amine,441.41,437.41397
10467,CCCCCCC(C)C(C)(C)C,CH,alkane,473.15,470.65143
2017,CC(C)(OC)OC,CHO,ester,356.15,382.0687
4289,CC1CCC(=O)C1,CHO,ketone,416.15,405.66702
6425,COC(=O)N1C2C=CC1C=C2,CHON,ester,465.1,476.559
9605,C1CC2C=CC1C3=CCC=C23,CH,alkene,492.15,484.1606
7902,CCOC(=O)C(C)(C(=O)C)OC(=O)C,CHO,ester,572.6,554.5577
9939,CC(C)(C)C(C1CCCCC1)O,CHO,alcohol,559.34,538.2238
3467,C(C(CN)O)C(=O)O,CHON,carboxylic_acid,600.9,618.8584
5226,C1CC2C3(C1OO2)CC3,CHO,ester,434.12,429.32156
2533,CC1=CC=C(C=C1)NC,CHN,aromatic,483.15,493.55325
561,CCC(C)(C1=CC=CC=C1)O,CHO,aromatic,380.65,477.50458
5001,CN1C2CC(N1C)C=C2,CHN,alkene,393.01,426.8108
4338,CCCC1OCCO1,CHO,ester,429.15,404.78262
10005,CC(=CCCC1(CCC(O1)O)C)C,CHO,ester,585.3,582.8276
8463,CCCCCC(C=C)OC(=O)C,CHO,ester,482.86,470.7082
5109,CCCC(C)C(=O)OC,CHO,ester,417.54,423.6486
3968,CC12CC1(C2)C,CH,alkane,327.45,361.07895
2205,CC1=NC=CN=C1,CHN,aromatic,410.15,407.85577
5288,CC(C)C(CC=C)O,CHO,alkene,447.74,428.14963
1595,CC1=CC(=C(C=C1)O)CC=C,CHO,alkene,510.15,494.9237
5720,C1=CC(=CC=C1/C=N/O)O,CHON,aromatic,599.11,544.2849
993,CCOC1=CC=CC=C1,CHO,ester,442.95,481.3494
9473,CCCCC1CC2CC1C=C2,CH,alkene,463.52,469.2353
4292,CC(CN)CN(C)C,CHN,amine,416.65,405.90878
8931,C=CC(=O)OCC=CCOC(=O)C=C,CHO,ester,542.36,478.98068
9916,C[C@]1(CCCCC1=O)CCC(=O)OC,CHO,ester,554.65,562.3855
9927,C1CC2(CCC(=O)C=C2)CC=C1,CHO,alkene,557.16,533.84344
1855,CC(=O)C1=CC(=C(C=C1)OC)OC,CHO,ester,560.15,495.25253
10190,C1CCC(=O)C(C1)C2=CC=CC=C2,CHO,aromatic,430.65,479.58813
8942,C/C=C/C(C1CCCCC1)O,CHO,alkene,543.85,527.17236
7064,CC12CC=CC3C1C23C,CH,alkene,412.17,415.17236
4349,COC1CCCNC1,CHON,ester,432.65,432.6789
3506,C/C=C/N1CC1,CHN,alkene,337.74,347.81592
10296,CCCC(C)C(CC)C(C)(C)C,CH,alkane,465.15,469.40555
8404,C1CCC2=C(C1)CC=CC2,CH,alkene,476.58,462.0541
6773,CC(=O)OC1COCC1OC(=O)C,CHO,ester,536.64,507.69028
9897,C1=CC=C(C=C1)OC2=CC=CC=N2,CHON,ester,550.4,533.94055
4216,C1CC2C(O2)C3C1O3,CHO,ester,402.06,409.7862
999,CC1CCC(=O)CC1,CHO,ketone,443.15,421.2564
324,C/C=C(\C)/C(C)C,CH,alkene,364.65,369.71927
6829,CC([C@]1(C=CC(O1)OC)OC)O,CHO,ester,556.18,513.34894
5176,CCC(C)CCCN,CHN,amine,426.15,407.5098
2635,CNC(=O)N(C)C,CHON,amide,505.65,449.13007
4053,CCC(C)N(C)C,CHN,amine,366.4,364.5654
4853,CCCC(C)C#C,CH,alkyne,358.15,363.79886
180,CC(C)CC1CCCCC1,CH,alkane,444.45,441.33978
7732,COC(=O)CCCCC(=O)OC=C,CHO,ester,518.64,507.96378
3650,CC(=C(C)O)C,CHO,alkene,410.1,407.7885
952,COC1=C(C=CC(=C1)/C=C/CO)O,CHO,ester,437.15,472.39566
5364,CCOC(=O)NC(C)(C)C,CHON,ester,464.92,489.80356
1373,CCCCCCCCC(=O)OC,CHO,ester,486.65,480.20538
1334,CC(=O)CCCO,CHO,alcohol,482.15,449.05185
10504,CCCC(C)C(C)(C)C(C)CC,CH,alkane,474.15,469.40555
1800,C1CC(=O)OC2=CC=CC=C21,CHO,ester,545.15,495.95013
5618,CC(CCCC(C)O)O,CHO,alcohol,543.24,528.54205
1520,CCCCCCCCOC(=O)CC,CHO,ester,501.15,508.34763
8742,CCC(C)(CC)C(C(C)C)O,CHO,alcohol,516.47,494.46796
1746,COC(=O)/C=C/C1=CC=CC=C1,CHO,ester,533.55,515.701
9913,CC(C)(C)C1CCC(=C)C(C1)O,CHO,alkene,554.27,546.18134
1895,C1=CC=C(C=C1)C2=CC=C(C=C2)O,CHO,aromatic,578.15,553.5899
10822,CCC(C)(C)C1=CC(=C(C=C1)O)C,CHO,aromatic,533.15,504.38815
6032,CCCCCC(=O)N(C)C,CHON,amide,408.15,455.97415
10660,C1CC2CCCC3C2C(C1)CC3,CH,alkane,502.52,501.2544
4288,CN(C)C=NCC#C,CHN,alkyne,416.12,412.44385
334,CC/C=C/C(C)C,CH,alkene,359.05,369.71927
2496,CC(C)(CC1=CC=CC=C1)N,CHN,aromatic,478.15,485.89288
5977,CCC(C)(C)OC(C)C,CHO,ester,401.39,412.60138
9331,CCC(CC)CCC(C)(C)C,CH,alkane,445.15,449.4876
956,CCC(=O)CCC(C)C,CHO,ketone,437.15,432.53387
1652,CC1=CC(=C(C=C1)C(C)C)OC(=O)C,CHO,ester,518.15,492.90137
4279,COCCOC(=O)C=C,CHO,ester,414.2,414.95795
875,CCCC(=O)C(C)CC,CHO,ketone,427.15,432.7607
2281,CCCCCCOC1=CC=C(C=C1)N,CHON,ester,429.65,487.75107
4358,C1CC2C(=O)OC(C1)O2,CHO,ester,435.53,439.85394
2872,C1=CC=C(C=C1)NC2=CC=CC=C2,CHN,aromatic,575.15,569.9927
6610,CC(C)(C#CCN(C)C)O,CHON,alkyne,493.03,467.88837
9830,CCCCCCC1CCCC1=O,CHO,ketone,534.38,522.09973
11011,CC1CC(=CCC1C(CC=C)O)C,CHO,alkene,581.6,567.0259
10082,CC(=O)OCC(C)(COC(=O)C)COC(=O)C,CHO,ester,622.71,596.86584
10172,CC(=CCOC(=O)C)C1=CC=CC=C1,CHO,ester,410.15,466.21503
9088,CCCCCCC1OCC(O1)CO,CHO,ester,585.09,572.4555
137,CCC(C(C)C)C(C)C,CH,alkane,409.85,410.77774
8696,CC1=CC(=CC(=C1)C(=O)OC)C,CHO,ester,512.65,488.19348
2997,CC(=C)C#N,CHN,alkene,363.45,370.42896
6798,CC1CCC(CC1)C(=O)O,CHO,alcohol,543.03,530.6061
10010,CC1CC(CC(=O)C1C(=O)OC)(C)C,CHO,ester,587.77,570.30255
9691,CCCCC(CC)COCC1CO1,CHO,ester,506.95,506.36035
7491,C1=CC=C(C=C1)CCN=C=O,CHON,aromatic,483.15,487.2757
928,C1CCC(CC1)O,CHO,alcohol,433.95,438.4174
8325,CCCC(C)(CCC(C)C)O,CHO,alcohol,465.15,480.69183
3459,CC(C(=O)O)C(=O)O,CHO,alcohol,581.7,581.3269
9166,CC1CNCCN1CCNC(C)CN,CHN,amine,626.93,639.11926
6278,C1C2CC(C1C=C2)C=O,CHO,alkene,443.54,442.01712
10802,CCCCC(C)CC(=O)OC(C)CC,CHO,ester,531.5,516.91235
2491,C1=NNN=C1,CHN,aromatic,477.15,465.93057
2980,CN(C)CN(C)C,CHN,amine,356.15,351.1854
10090,CC(C)(C)OC(=O)NCCCCCCN,CHON,ester,628.97,601.42944
8653,CC1=C(C(CCC1)(C)C)C=O,CHO,alkene,505.97,484.8936
8414,C1CCC2=C(CC1)CCC2,CH,alkene,477.42,462.0541
359,CC(C)C1CCCC1,CH,alkane,399.65,402.3008
353,CCCC=C(C)C,CH,alkene,368.55,370.9293
4522,CC1(C(=O)N(C(=O)O1)C)C,CHON,ester,478.07,467.40207
8755,CCCC(C)(CC(C)CC)O,CHO,alcohol,516.91,493.7221
10273,CCCC(C)CC(C)(C)CCC,CH,alkane,464.15,468.15274
5148,CCCOC(=O)/C=C/C,CHO,ester,422.14,429.801
2123,C1=NC=NC=N1,CHN,aromatic,387.15,418.66705
7427,C=CCNC1CCCCC1,CHN,alkene,471.92,464.41327
10402,CCC(CC)C(C)C(C)C(C)C,CH,alkane,470.15,470.0023
9190,CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C,CHON,ester,638.72,605.84735
4895,CCC1CC=CC1,CH,alkene,371.15,383.76242
10623,CCC(C)CCC1=CC=CC=C1,CH,aromatic,493.15,495.3768
1744,C1CC(C1)C(=O)C2=CC=CC=C2,CHO,aromatic,533.15,482.0671
2936,CC(C)NC,CHN,amine,323.54999999999995,347.55197
2660,C1=CC=C(C=C1)NC(=O)N,CHON,aromatic,511.15,484.8928
1229,CC(=CC(=O)O)C,CHO,alkene,470.15,472.57974
3614,CCCCNC=O,CHON,amide,398.15,450.34164
5903,CC1CC=CCC1C=O,CHO,alkene,391.0,436.54538
4724,CCC(CCC(=O)O)N,CHON,carboxylic_acid,554.48,557.5779
1253,COC1=CC(=CC(=C1)O)OC,CHO,ester,472.15,484.83588
8345,CCN(CC)CC(OCC)OCC,CHON,ester,467.65,473.52765
2719,C1CCNC(=O)C1,CHON,amide,529.15,472.81073
5879,CC#CCC(C)(C)C,CH,alkyne,388.41,391.916
10118,CC1CC(=C(C1=O)O)N2CCCCC2,CHON,ketone,668.07,642.1879
4648,COC1=CC(=NC(=N1)N)OC,CHON,ester,525.15,482.61368
3077,CC(=C)N,CHN,alkene,337.33,333.2377
982,CCCOC(=O)OCCC,CHO,ester,441.15,448.69366
812,CCCCCCOCC,CHO,ester,416.15,419.17557
6521,CCCCC/C=C/CO,CHO,alkene,478.98,468.29675
4371,CCCC#CCO,CHO,alkyne,438.06,436.37073
2335,CN(C)CCCCN(C)C,CHN,amine,441.15,425.36395
1178,CC1=CC=CC=C1O,CHO,aromatic,464.15,484.44394
2005,C/C=C(/C(=O)OCCOC(=O)/C(=C/C)/C)\C,CHO,ester,353.85,445.126
3149,COC(=O)C=O,CHO,ester,491.05,429.54025
10576,C1=CC(=CC=C1N)N=NC2=CC=C(C=C2)O,CHON,alcohol,483.15,511.76105
6137,COC1CCCC(=C)C1,CHO,ester,423.77,428.60913
9442,CCCCC#CC(C)(C)CC,CH,alkyne,457.05,450.46164
2506,C1=CC2=CC=CN2C=C1,CHN,aromatic,478.15,476.94208
7045,CCCC/C=C/C(C)C,CH,alkene,409.24,410.181
8555,CCOCCOCCOC(C)(C)C,CHO,ester,492.43,490.9894
6928,CCCCCCC(C(=O)O)O,CHO,alcohol,619.89,588.99005
3894,CC(CO)(CO)C=O,CHO,alcohol,543.79,533.25494
9794,CCCCCCCCCC(C)N,CHN,amine,523.37,497.69916
6,C1C=CC=C1,CH,alkene,314.15,342.61768
10939,C1CC2CC1C3C2C4CC3CC4=O,CHO,ketone,559.6,538.77783
9804,CCCNC1CC2CCC(C1)N2C,CHN,amine,526.97,508.9899
6945,CC(C)OC(=O)/N=N/C(=O)OC(C)C,CHON,ester,647.4,554.0089
3532,CCOC#CC,CHO,ester,357.15,359.9918
10575,CC(C)CCC#CCCC(C)C,CH,alkyne,482.28,474.4981
4791,C(CC(=O)NCCO)CO,CHON,alcohol,625.28,611.718
1799,CC1=C(C=CC(=C1)O)O,CHO,aromatic,545.15,548.9864
11034,CCCC(CCCC(=O)OCC)OC(=O)C,CHO,ester,590.16,559.2659
4845,CC/C(=C/C)/C#C,CH,alkene,353.92,365.39908
8047,C=CCOC(=O)CCC(=O)OCC=C,CHO,ester,378.15,467.92285
10101,CC1(OC(C(O1)C(=O)N(C)C)C(=O)N(C)C)C,CHON,ester,643.98,597.9373
5680,COC(=O)CC(CC(=O)OC)O,CHO,ester,567.94,541.9254
2970,CC(C)(C#C)N,CHN,alkyne,352.65,358.3418
10515,CCCCCCC(C)(C)C(C)C,CH,alkane,475.15,470.65143
5655,C1CN(CN1)CCNCCN,CHN,amine,559.13,547.6707
7976,CCOC(=O)C(C(=O)OCC)NC(=O)C,CHON,ester,625.56,574.38306
3917,CNC(=O)/C=C\C(=O)O,CHON,carboxylic_acid,567.71,587.29596
4148,CC/C(=C/C=O)/C,CHO,alkene,389.58,390.64694
3499,CO/C=C/C#C,CHO,ester,330.7,335.19293
11,CCC1CC1,CH,alkane,309.05,337.6369
7009,CC(=O)NC1=NC(=CC=C1)NC(=O)C,CHON,aromatic,393.65,442.02762
4159,COCC#CCOC,CHO,ester,390.72,403.51923
351,CC1CCCC1(C)C,CH,alkane,387.15,391.916
4469,CCCCC(CO)N,CHON,alcohol,464.15,478.99728
1021,CCC(C)CC(CC)O,CHO,alcohol,445.15,448.15012
