,SMIELS,Atom2,Func. Group,Actual,Predict
6268,CCCCOCC(C)(C)O,CHO,ester,442.15,479.2877475730371
9039,CC(C)CCCCCC(CN)N,CHN,amine,572.58,543.816872779443
5542,CCC1C(=O)CCC1=O,CHO,ketone,510.68,490.33428413378317
6509,CCCC(C(=O)OC)C(=O)OC,CHO,ester,476.15,487.7738240660892
8761,CCCCCC(C)(CCC)O,CHO,alcohol,517.35,503.0415768130318
1168,CC(C)CCOC(=O)CC(C)C,CHO,ester,463.55,477.0224994169028
3508,CCOC(=O)CN=C=O,CHON,ester,339.65,417.4769344279329
5255,CC(C1CCCC1)O,CHO,alcohol,440.15,442.90112719438736
4262,C1CC2C=CC1OO2,CHO,alkene,411.96,408.5003729580653
10915,CCCC(C1CCCCC1)OC(=O)C,CHO,ester,551.49,540.9525700662329
850,CCOC(=O)C(C)(C)O,CHO,ester,423.15,453.8788929927016
3809,C1COCCN1C#N,CHON,ester,475.42,440.7918331219108
6870,CCCC(CCC)(C#N)O,CHON,alcohol,573.67,525.4352828803142
945,CCCCC(CC)C=O,CHO,aldehyde,436.15,439.59563495346134
9105,CCC(C1CCCCC1)C(=O)O,CHO,alcohol,593.02,585.8614632768375
8912,CCCC(=O)C(C)CC(=O)OCC,CHO,ester,540.05,543.383296607559
1633,CC1COC(=O)O1,CHO,ester,515.15,454.9668610732322
7777,C1C(=NN(C1=O)C2=CC=CC=C2)N,CHON,aromatic,528.15,522.6529088085522
5372,CCOC(=O)NCC(C)C,CHON,ester,467.71,482.565784384851
5621,CCC(CO)C(CC)O,CHO,alcohol,543.24,529.5957400571652
271,CC/C(=C/C)/C,CH,alkene,343.55,339.9708233953547
7864,COC1=C(C(=CC=C1)OC)C=O,CHO,ester,558.15,513.4134749403371
54,CC(=CC(C)(C)C)C,CH,alkene,379.95,389.9246921169731
5458,COC1CCC(CC1)O,CHO,ester,489.24,468.17373531329815
10270,CCCC(CCC(C)C)C(C)C,CH,alkane,464.15,466.76775140262515
3698,CCC(=O)C(C)O,CHO,alcohol,425.65,439.35407602434765
10085,CC1(CC(CC(N1)(C)C)OCCO)C,CHON,ester,625.12,610.6263412013685
237,CCC=C,CH,alkene,266.95,280.89864517455175
9417,CCC(C)C(C)C(C)(C)CC,CH,alkane,454.15,454.5036772590858
3748,CC(N(C)N=O)OC(=O)C,CHON,ester,447.62,443.51021795364903
8249,COC(=C)C1C2CC3C1C3C2,CHO,ester,449.72,461.05911158258414
8525,CC1=CCCC(C1CO)(C)C,CHO,alkene,488.15,494.50660192970565
10482,CCC(CC)C(C)C(CC)CC,CH,alkane,473.15,471.1508278556165
3600,COC(=O)CN1CC1,CHON,ester,391.8,395.126485463144
6503,CCC(C)C(C)CCO,CHO,alcohol,473.94,463.0857828156206
9643,CCC(=O)OCC1=CC=C(C=C1)OC,CHO,ester,500.15,473.5568144895951
7681,CCCCC(=O)NCCCC,CHON,amide,509.56,520.3308088522588
8950,CC(C)OC(=O)C1=CC=CC=C1N,CHON,ester,544.6,518.7653827540514
10240,C1=CC=C2C(=C1)C=CC=C2CCO,CHO,aromatic,463.15,518.0070379967253
6908,CCC(CC)C(CC(=O)O)N,CHON,carboxylic_acid,599.8,580.8030135669026
8727,CCOC(=O)N1CC2CCC1C=C2,CHON,ester,515.97,504.8742465767495
3835,CC(C)(C)OC(=O)NN,CHON,ester,491.69,485.8255302490563
2404,C(CN)C#N,CHN,amine,458.15,457.5203832894926
10484,CCC(C)C(C)C(C)(C)C(C)C,CH,alkane,473.15,472.83959394979934
2448,CN(C)C1=CC=CC=N1,CHN,aromatic,469.15,449.2621167390942
3897,CC(CNCCO)O,CHON,alcohol,548.09,528.1607676690262
8103,CCCCC(CC)C(=C)C,CH,alkene,424.52,433.6159902371239
1251,CC(CC(C)O)O,CHO,alcohol,472.15,470.59130558372186
8056,C1CCN=C(C1)C2=CN=CC=C2,CHN,aromatic,388.15,459.87993192689646
4229,C1CC2CC1CN2,CHN,amine,403.18,402.3676991702946
4379,CC12COC(OC1)OC2,CHO,ester,439.99,445.1490256185518
11128,CCCCN1C(=O)C2CC=CCC2C1=O,CHON,amide,643.42,618.5407256168832
5976,CC1CCCCC1=C,CH,alkene,401.35,398.9650230247844
3023,C(N=O)O,CHON,alcohol,378.06,437.06459866270967
10203,CC(C)CC(C(C)C)C(C)(C)C,CH,alkane,453.15,461.3238314414749
5775,C1C/C=C\C=C/CC1,CH,alkene,327.15,394.3096842937217
3177,C(C(C(=O)O)O)O,CHO,alcohol,597.67,586.9233668242296
2252,C1=CC=C(C(=C1)C#N)O,CHON,aromatic,422.15,481.56338427562645
5726,C(CNCCN)CNCCN,CHN,amine,605.16,559.4602323020038
9340,CCCC(C)CC(C)(C)CC,CH,alkane,447.15,447.3959371869754
3735,CCCN(C(=O)C)N=O,CHON,amide,443.71,428.13913475338273
9246,CCCCC1=CC=C(C=C1)C,CH,aromatic,362.15,456.95011257700617
8464,CC(C)CCOC(=O)CCC=C,CHO,ester,482.86,481.8621009762896
9361,CCCCC(CC)C(C)(C)C,CH,alkane,449.15,449.5161689023108
3194,C=C1C=C1,CH,alkene,300.85,295.522489179864
22,CCCC#CC,CH,alkyne,357.65,344.23099289890683
3331,COCCOC(=O)N,CHON,ester,444.29,444.62966368853364
4462,CC(CC=C)C(=O)O,CHO,alkene,461.65,463.38323510482553
1931,C(=O)C=O,CHO,aldehyde,323.54999999999995,362.23123394050396
11102,CCCC1C(C(OC(O1)CCC)O)CC,CHO,ester,625.78,600.9006859388531
9808,CCCC(C#N)C1=CC=CC=C1,CHN,aromatic,528.15,493.1200322101504
2857,C1CC(=O)N(C1)CCO,CHON,amide,568.15,515.5133404558418
4202,CCC#CC(=O)C,CHO,alkyne,399.75,401.3723974386838
7928,CCOC(=O)CC(C(=O)OCC)N=C=O,CHON,ester,588.19,561.4940170405985
2662,C(CNCCO)N,CHON,alcohol,512.15,519.7005505559238
11088,C1CC2C3C4C1C5C2C(=O)C3C4C5=O,CHO,ketone,616.68,606.5686056904367
9926,CCN1C2=CC=CC=C2C(C1=O)C,CHON,amide,556.15,507.9073441115337
6383,C1CC2CCC1CNC2,CHN,amine,457.48,445.9896877457081
4351,C(CCC=O)CC=O,CHO,aldehyde,434.2,437.7394292696892
10625,CC1=CC(=C(C=C1C)C(C)C)C,CH,aromatic,494.15,504.40505784911943
185,CC(C(C)(C)C)C(C)(C)C,CH,alkane,432.45,429.4283751620602
8290,C1CC2(CCC13CC3)CC2,CH,alkane,458.04,461.8437695547894
2015,C=CC(=O)OCCCCOC(=O)C=C,CHO,ester,356.15,450.93264459687765
9196,CC(=O)C(C(C(=O)C)C(=O)C)C(=O)C,CHO,ketone,643.0,600.5034713122985
3449,CN1C(=O)NC(=O)C=N1,CHON,aromatic,560.56,557.665922423618
1965,CC1=COC=C1,CHO,aromatic,339.15,381.7803739351499
7128,CC1CCCCCC1C,CH,alkane,424.67,418.4580590107484
8787,CCCC(C)CCCC(C)O,CHO,alcohol,519.7,513.9575340731485
1183,C1C2=CC=CC=C2CO1,CHO,ester,465.15,466.5825966484902
9104,CCCCNC(=O)OCCOC(=O)C=C,CHON,ester,591.69,576.8276752257467
9266,C=CCOC(=O)COC1=CC=CC=C1,CHO,ester,389.65,428.6038821838211
1179,CCOC(C1=CC=CO1)OCC,CHO,ester,464.65,481.00123005718126
1214,CC(C)CCC(=O)C1=COC=C1,CHO,aromatic,469.15,441.80893399765625
2163,C1=CN=CN=C1,CHN,aromatic,396.95,405.00798018745155
1159,C1=CC=C(C=C1)CCCCC(=O)O,CHO,aromatic,463.15,495.619232977439
1491,CCCCCCCOC(=O)CCC,CHO,ester,498.95,502.3058184073564
5439,CCOC(=O)C1CCOC1=O,CHO,ester,482.94,486.58291497849365
10259,CCC(CC(C)(C)CC)C(C)C,CH,alkane,463.15,466.1385133061379
2972,CC(C)CN(C)C,CHN,amine,353.65,356.84311712279555
1090,CC(=O)OC(C=C)OC(=O)C,CHO,ester,453.15,463.6357508947994
1989,C1CCC2(CC1)OCCO2,CHO,ester,346.15,419.685853074148
9748,CC(C)C1CCC(CC1)CC=O,CHO,aldehyde,514.38,510.3485707461982
362,CCC1CCCCC1,CH,alkane,405.05,406.23324526734757
6569,CC1CCCC(C1C)O,CHO,alcohol,485.03,462.2696975844447
7867,CCC#CCCCCC(=O)O,CHO,alkyne,560.03,550.9090118293965
1215,C1C(O1)COCCOCCOCCOCC2CO2,CHO,ester,469.15,563.3592090027333
9831,CCC(=CCCC(C)(C#C)O)C,CHO,alkene,534.39,545.3831739713066
1757,CC(=O)CC(=O)C1=CC=CC=C1,CHO,aromatic,534.65,503.0684631726523
10839,CCCCC/C=C/CCC(=O)OCC,CHO,ester,536.54,535.7086916050616
5395,CC(=O)C1=CC=CN1C,CHON,aromatic,473.15,429.3701025475585
8479,CCOC(=O)C1C(C1(C)C)(C)C,CHO,ester,484.5,478.14009976051705
7351,CCC(CC)C(=O)OC(C)C,CHO,ester,462.86,458.5833640234598
9604,C=C1CCCCCCCCC1,CH,alkene,491.74,486.01970629120484
1891,CCOC(=O)C1=CC=C(C=C1)C(=O)OCC,CHO,ester,575.15,546.0469284278223
6416,CCCC1CCC(=O)C1,CHO,ketone,463.65,460.21183537695833
9821,CCCOC(=O)CC1=CC=CC=C1,CHO,ester,531.65,505.52356103299456
8929,CC(C)N1CCCN2C1=NCCC2,CHN,amine,542.04,496.8211565553892
10336,CC12C3(C1(C4(C2(C34C)C)C)C)C,CH,alkane,467.6,478.00805941200923
3144,C=CNC=O,CHON,alkene,483.15,444.5012080035242
11063,CN(C)CCC1=CNC2=CC=CC=C21,CHN,aromatic,605.27,521.6738066006214
1404,CC1=C(C(=CC=C1)O)C,CHO,aromatic,490.05,489.01794626488686
3359,CC(=O)CC(=O)N,CHON,amide,471.39,503.70411081187615
5905,CCC#CCC(C)C,CH,alkyne,391.2,389.7948855980701
706,CCCC(=O)OC(C)C,CHO,ester,403.65,409.387060402149
3083,C=CC=N,CHN,alkene,349.38,363.1747297818557
10406,CCCC(C)C(C)C(C)C(C)C,CH,alkane,470.15,468.7709579492145
8830,COC1=C(C=C(C=C1)CC=C)O,CHO,ester,526.65,505.37056379592644
2114,C1CNCC=C1,CHN,alkene,381.15,380.7027598730915
2968,C=CC#N,CHN,alkene,350.45,384.0749616625494
1485,CC(=CCC/C(=C\CO)/C)C,CHO,alkene,498.15,501.74211890456803
8470,COC(=O)CCCCCCC=C,CHO,ester,483.3,471.0255042920965
383,CCCCC(C)CC,CH,alkane,391.15,390.981240692317
6320,CCN1CCN(CC1)CC,CHN,amine,447.15,409.4872758907323
1871,C1CCC(CC1)C2=CC=C(C=C2)O,CHO,aromatic,567.15,491.0847143408669
6099,C#CC1=CCCCC1,CH,alkene,418.65,402.9928537016993
10391,CCC(C)CC(C)C(CC)CC,CH,alkane,470.15,469.1337072971544
5491,CN(C)CCOCCC#N,CHON,ester,496.7,493.8766940773806
1297,CC(C1=CC=CC=C1)O,CHO,aromatic,478.15,473.82807872752215
147,CC(C)C1CCC(=C)C=C1,CH,alkene,444.65,441.64107166185204
5893,CC(=CCC(=C)C)C,CH,alkene,389.7,388.59660275337325
3776,CC1OCC(O1)CO,CHO,ester,460.15,468.789902107129
5376,CC(C)N(C=O)C(C)C,CHON,amide,468.6,439.5024946997006
8229,C1CC2CC1C3C2C=CC3,CH,alkene,447.38,446.90542270496144
5979,CCC(C)C(C)(C)OC,CHO,ester,401.39,402.774797685468
1351,CC1=CC(=C(C=C1)O)C,CHO,aromatic,484.05,488.1788442612939
519,CCCCCC#CCCCC,CH,alkyne,471.15,465.95571296750205
2345,C1=CC(=CC(=C1)CC#N)CC#N,CHN,aromatic,443.15,455.9184995551833
1613,CC(=C)C1CCC(=CC1)C=O,CHO,alkene,513.15,498.15926769871066
8276,C1CCC2(C=C2)C3(C1)C=C3,CH,alkene,456.36,456.6441490344342
546,CCC(=O)C=C,CHO,alkene,376.15,371.9341805572083
7670,CC1C2CCC(C2)C1CO,CHO,alcohol,506.11,493.672797556888
4526,C1CC(OCC=C1)O,CHO,ester,478.99,464.57618634962245
4452,CC(CC#N)N1CC1,CHN,amine,458.1,445.41498435391
6225,CC1=CCCC(=C1)OC,CHO,ester,437.56,428.2017450168256
1227,CCCC(C)C(=O)O,CHO,alcohol,469.65,470.06939215489183
6693,CCCCN(C(=O)CCC)N=O,CHON,amide,512.35,482.2702107439784
9638,CC1=CC=C(C=C1)CCN(C)C,CHN,aromatic,499.65,459.5341355479626
2293,CCCCNCCCC,CHN,amine,432.75,436.88307639622434
2781,CC1=CC(=C2C(=C1)C=CC=N2)C,CHN,aromatic,541.65,535.9752642086756
10957,CC(CCC=C(C)CCCO)C=C,CHO,alkene,566.62,573.5095453222528
3154,C(C(=O)CO)O,CHO,alcohol,506.47,524.2388880436415
4612,CCC(C(CC)O)O,CHO,alcohol,506.65,499.86002053124156
10440,C/C(=C(/C)\C(C)(C)C)/C(C)(C)C,CH,alkene,471.62,477.11720967993574
1621,C1=CC=C(C=C1)OCCC(=O)O,CHO,carboxylic_acid,513.15,515.6621088924968
6619,CCCCOC(=O)CC(=O)C,CHO,ester,494.73,485.09883918401096
4206,COC(=O)C12CC1C2,CHO,ester,400.28,412.22303144224696
7026,C1CCC(=C(C#N)C(=O)O)CC1,CHON,alkene,402.65,511.15531185051054
5575,CCOC(=O)N1CCN(CC1)N=O,CHON,ester,521.94,512.0911504752887
9035,CCCCCCC(C)(C)C(=O)O,CHO,alcohol,570.68,566.8536718711763
7621,CNCC1=CC=CC=C1OC,CHON,ester,499.15,461.6404787531912
9376,CCC(C(C)C)C(C)(C)CC,CH,alkane,451.15,451.0365988498427
126,CCCCCCC#CCC,CH,alkyne,450.15,445.6787458037225
2262,CCC(CO)(CO)N,CHON,alcohol,425.65,484.951272127872
5092,C1CN2CCCN(C1)C2,CHN,amine,411.73,407.23197069888454
7877,C1CC2CC1CC2CC(=O)O,CHO,alcohol,564.11,569.5397065260154
2137,COCCCN,CHON,ester,390.65,380.3992998512011
3476,C(C#N)C(=O)NC(=O)N,CHON,amide,623.64,566.3855315631953
4424,CC(C)(CO)C(=O)OC,CHO,ester,450.65,469.4427229564184
5600,CCCCN(C(=O)N(C)C)N=O,CHON,amide,534.15,484.70647978951604
10524,CCCCC(CC)(CC)C(C)C,CH,alkane,476.15,474.67051790642336
10908,CC(CCC=C(C)C)CCOCC=O,CHO,ester,548.84,521.6154727728522
6585,CCCOC(=O)CCC(=O)C,CHO,ester,488.15,490.86110697871607
10280,CC(C)C(C)CCCC(C)(C)C,CH,alkane,464.15,463.78394218475955
8149,CCCCCC#CCC=C,CH,alkene,434.08,435.91771117784975
2362,CN(C)CCC#N,CHN,amine,446.15,435.482343729105
5490,CCOC(CCO)OCC,CHO,ester,496.34,499.30291341520234
6437,C1COCC1C2CCOC2,CHO,ester,467.1,510.9427609231046
8344,CCOCCC1=CC=CC=C1,CHO,ester,467.65,465.57658004650534
331,CCCC(C)C=C,CH,alkene,357.05,360.83644262609306
1529,CCCC(=O)C1=CC=CC=C1,CHO,aromatic,501.65,491.0517009102005
7861,CCCCC1CC(=O)CC1=O,CHO,ketone,556.44,501.83430663282996
976,CCCCCC(=O)OCC,CHO,ester,440.15,441.0831680250304
4139,CC(C)C(=O)C=C,CHO,alkene,386.99,395.5971318859449
3444,C(#CC(=O)N)C(=O)N,CHON,alkyne,552.92,537.5366397016668
1158,CCCC(=C(CC)C(=O)C)C,CHO,alkene,463.15,486.9853839937352
10998,C1C=CCC23C1(CC=CC2)CC3=O,CHO,alkene,578.48,570.3898537365532
2329,C1OC2=C(O1)C=C(C=C2)CCN,CHON,ester,439.15,445.1290982198766
5454,C1=CN(C=C1)CCC#N,CHN,aromatic,488.28,451.46409473548107
3135,C(CO)NC=O,CHON,alcohol,459.25,478.76181633574737
10528,CCCCCCC(CC)CCC,CH,alkane,477.15,476.71368979295136
2858,CCOC1=CC(=C(C=C1)N)N,CHON,ester,568.15,535.5949035062157
4029,C1CC(=O)CCC1O,CHO,alcohol,357.15,480.22938356419144
6537,CCOCC(COC(C)C)O,CHO,ester,481.15,522.4166101333391
4409,CC(C(=O)C)OC(=O)C,CHO,ester,448.53,454.82612097488925
371,CCC(C)(C)C(C)C,CH,alkane,387.95,387.30024631114594
8495,CCC(C)C(C)CCOC(=O)C,CHO,ester,485.74,481.7199700228248
2927,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N,CHN,aromatic,639.15,565.4669092509613
4576,C=CC1=CC(OC1=O)O,CHO,ester,494.84,477.2168840510878
2747,CCCCC1=CC=C(C=C1)N,CHN,aromatic,534.15,514.4053277798589
7218,CCN1CCN(C(C1)C)CC,CHN,amine,441.41,452.74152419831825
10467,CCCCCCC(C)C(C)(C)C,CH,alkane,473.15,470.2793769012241
2017,CC(C)(OC)OC,CHO,ester,356.15,371.03978200117706
4289,CC1CCC(=O)C1,CHO,ketone,416.15,419.438119675949
6425,COC(=O)N1C2C=CC1C=C2,CHON,ester,465.1,469.01078536763634
9605,C1CC2C=CC1C3=CCC=C23,CH,alkene,492.15,485.0359294867633
7902,CCOC(=O)C(C)(C(=O)C)OC(=O)C,CHO,ester,572.6,546.3319421946109
9939,CC(C)(C)C(C1CCCCC1)O,CHO,alcohol,559.34,555.188093134921
3467,C(C(CN)O)C(=O)O,CHON,carboxylic_acid,600.9,589.5008241495472
5226,C1CC2C3(C1OO2)CC3,CHO,ester,434.12,433.57352629226983
2533,CC1=CC=C(C=C1)NC,CHN,aromatic,483.15,490.09458626678844
561,CCC(C)(C1=CC=CC=C1)O,CHO,aromatic,380.65,463.99627447621793
5001,CN1C2CC(N1C)C=C2,CHN,alkene,393.01,412.5529930878149
4338,CCCC1OCCO1,CHO,ester,429.15,414.88513482096363
10005,CC(=CCCC1(CCC(O1)O)C)C,CHO,ester,585.3,593.4884508740565
8463,CCCCCC(C=C)OC(=O)C,CHO,ester,482.86,478.63356504846774
5109,CCCC(C)C(=O)OC,CHO,ester,417.54,415.21951293838106
3968,CC12CC1(C2)C,CH,alkane,327.45,335.04011289632325
2205,CC1=NC=CN=C1,CHN,aromatic,410.15,379.4116139459886
5288,CC(C)C(CC=C)O,CHO,alkene,447.74,436.1181709536821
1595,CC1=CC(=C(C=C1)O)CC=C,CHO,alkene,510.15,499.62988015845275
5720,C1=CC(=CC=C1/C=N/O)O,CHON,aromatic,599.11,548.1447651275809
993,CCOC1=CC=CC=C1,CHO,ester,442.95,458.20442481129976
9473,CCCCC1CC2CC1C=C2,CH,alkene,463.52,466.4823734548783
4292,CC(CN)CN(C)C,CHN,amine,416.65,406.62629190323577
8931,C=CC(=O)OCC=CCOC(=O)C=C,CHO,ester,542.36,472.6463930367709
9916,C[C@]1(CCCCC1=O)CCC(=O)OC,CHO,ester,554.65,565.7449230337023
9927,C1CC2(CCC(=O)C=C2)CC=C1,CHO,alkene,557.16,552.7868780824728
1855,CC(=O)C1=CC(=C(C=C1)OC)OC,CHO,ester,560.15,519.0586440485573
10190,C1CCC(=O)C(C1)C2=CC=CC=C2,CHO,aromatic,430.65,469.5346651598398
8942,C/C=C/C(C1CCCCC1)O,CHO,alkene,543.85,539.952559263722
7064,CC12CC=CC3C1C23C,CH,alkene,412.17,415.0400268972697
4349,COC1CCCNC1,CHON,ester,432.65,435.8420837092072
3506,C/C=C/N1CC1,CHN,alkene,337.74,330.13438777015466
10296,CCCC(C)C(CC)C(C)(C)C,CH,alkane,465.15,465.79541765963637
8404,C1CCC2=C(C1)CC=CC2,CH,alkene,476.58,467.5666818089548
6773,CC(=O)OC1COCC1OC(=O)C,CHO,ester,536.64,513.5864257458228
9897,C1=CC=C(C=C1)OC2=CC=CC=N2,CHON,ester,550.4,535.2960676390395
4216,C1CC2C(O2)C3C1O3,CHO,ester,402.06,409.5140922421147
999,CC1CCC(=O)CC1,CHO,ketone,443.15,442.9123421276682
324,C/C=C(\C)/C(C)C,CH,alkene,364.65,360.3610374218542
6829,CC([C@]1(C=CC(O1)OC)OC)O,CHO,ester,556.18,541.2090769177347
5176,CCC(C)CCCN,CHN,amine,426.15,420.44153709705904
2635,CNC(=O)N(C)C,CHON,amide,505.65,473.9211505418883
4053,CCC(C)N(C)C,CHN,amine,366.4,358.1306649455281
4853,CCCC(C)C#C,CH,alkyne,358.15,362.2244437582783
180,CC(C)CC1CCCCC1,CH,alkane,444.45,447.8514549447333
7732,COC(=O)CCCCC(=O)OC=C,CHO,ester,518.64,512.6331559937283
3650,CC(=C(C)O)C,CHO,alkene,410.1,394.98115555248836
952,COC1=C(C=CC(=C1)/C=C/CO)O,CHO,ester,437.15,492.68722557733895
5364,CCOC(=O)NC(C)(C)C,CHON,ester,464.92,478.6720922299227
1373,CCCCCCCCC(=O)OC,CHO,ester,486.65,456.55349717005214
1334,CC(=O)CCCO,CHO,alcohol,482.15,464.2288792798174
10504,CCCC(C)C(C)(C)C(C)CC,CH,alkane,474.15,472.5415691842877
1800,C1CC(=O)OC2=CC=CC=C21,CHO,ester,545.15,525.7235056693303
5618,CC(CCCC(C)O)O,CHO,alcohol,543.24,549.1002961792378
1520,CCCCCCCCOC(=O)CC,CHO,ester,501.15,499.7942136115969
8742,CCC(C)(CC)C(C(C)C)O,CHO,alcohol,516.47,504.4173935364842
1746,COC(=O)/C=C/C1=CC=CC=C1,CHO,ester,533.55,514.3751132976503
9913,CC(C)(C)C1CCC(=C)C(C1)O,CHO,alkene,554.27,550.6525129648132
1895,C1=CC=C(C=C1)C2=CC=C(C=C2)O,CHO,aromatic,578.15,560.5730793669559
10822,CCC(C)(C)C1=CC(=C(C=C1)O)C,CHO,aromatic,533.15,511.1524900128586
6032,CCCCCC(=O)N(C)C,CHON,amide,408.15,441.3092308883229
10660,C1CC2CCCC3C2C(C1)CC3,CH,alkane,502.52,500.2906984741647
4288,CN(C)C=NCC#C,CHN,alkyne,416.12,424.9872091140247
334,CC/C=C/C(C)C,CH,alkene,359.05,362.1457114164016
2496,CC(C)(CC1=CC=CC=C1)N,CHN,aromatic,478.15,473.1267709311518
5977,CCC(C)(C)OC(C)C,CHO,ester,401.39,397.1540614385207
9331,CCC(CC)CCC(C)(C)C,CH,alkane,445.15,444.1014306831076
956,CCC(=O)CCC(C)C,CHO,ketone,437.15,436.2156072975636
1652,CC1=CC(=C(C=C1)C(C)C)OC(=O)C,CHO,ester,518.15,512.8338888198564
4279,COCCOC(=O)C=C,CHO,ester,414.2,404.8171256143165
875,CCCC(=O)C(C)CC,CHO,ketone,427.15,434.0715630859419
2281,CCCCCCOC1=CC=C(C=C1)N,CHON,ester,429.65,480.54882375723645
4358,C1CC2C(=O)OC(C1)O2,CHO,ester,435.53,428.55485260878015
2872,C1=CC=C(C=C1)NC2=CC=CC=C2,CHN,aromatic,575.15,596.9415161865904
6610,CC(C)(C#CCN(C)C)O,CHON,alkyne,493.03,468.4498288359877
9830,CCCCCCC1CCCC1=O,CHO,ketone,534.38,510.64550092893217
11011,CC1CC(=CCC1C(CC=C)O)C,CHO,alkene,581.6,570.437471513209
10082,CC(=O)OCC(C)(COC(=O)C)COC(=O)C,CHO,ester,622.71,610.0562901692465
10172,CC(=CCOC(=O)C)C1=CC=CC=C1,CHO,ester,410.15,451.58705336295606
9088,CCCCCCC1OCC(O1)CO,CHO,ester,585.09,576.4257836005664
137,CCC(C(C)C)C(C)C,CH,alkane,409.85,408.5071264165367
8696,CC1=CC(=CC(=C1)C(=O)OC)C,CHO,ester,512.65,494.62665996350034
2997,CC(=C)C#N,CHN,alkene,363.45,387.4784861365864
6798,CC1CCC(CC1)C(=O)O,CHO,alcohol,543.03,531.2634918170717
10010,CC1CC(CC(=O)C1C(=O)OC)(C)C,CHO,ester,587.77,568.8556073705461
9691,CCCCC(CC)COCC1CO1,CHO,ester,506.95,499.9548273952437
7491,C1=CC=C(C=C1)CCN=C=O,CHON,aromatic,483.15,461.7885049583992
928,C1CCC(CC1)O,CHO,alcohol,433.95,432.98781838730713
8325,CCCC(C)(CCC(C)C)O,CHO,alcohol,465.15,481.4393912098154
3459,CC(C(=O)O)C(=O)O,CHO,alcohol,581.7,574.5778519705328
9166,CC1CNCCN1CCNC(C)CN,CHN,amine,626.93,625.7139278520581
6278,C1C2CC(C1C=C2)C=O,CHO,alkene,443.54,437.8614966416223
10802,CCCCC(C)CC(=O)OC(C)CC,CHO,ester,531.5,528.8734190986384
2491,C1=NNN=C1,CHN,aromatic,477.15,468.0235022196555
2980,CN(C)CN(C)C,CHN,amine,356.15,335.22779160500045
10090,CC(C)(C)OC(=O)NCCCCCCN,CHON,ester,628.97,625.8004202393441
8653,CC1=C(C(CCC1)(C)C)C=O,CHO,alkene,505.97,494.1479530159008
8414,C1CCC2=C(CC1)CCC2,CH,alkene,477.42,469.36169230662114
359,CC(C)C1CCCC1,CH,alkane,399.65,394.17122956995627
353,CCCC=C(C)C,CH,alkene,368.55,370.09750763056684
4522,CC1(C(=O)N(C(=O)O1)C)C,CHON,ester,478.07,468.73420838750377
8755,CCCC(C)(CC(C)CC)O,CHO,alcohol,516.91,501.4541344309305
10273,CCCC(C)CC(C)(C)CCC,CH,alkane,464.15,465.95004425713165
5148,CCCOC(=O)/C=C/C,CHO,ester,422.14,429.8986936007048
2123,C1=NC=NC=N1,CHN,aromatic,387.15,418.40671228757355
7427,C=CCNC1CCCCC1,CHN,alkene,471.92,468.3151300326757
10402,CCC(CC)C(C)C(C)C(C)C,CH,alkane,470.15,468.88142968559185
9190,CC(C)(C)OC(=O)NNC(=O)OC(C)(C)C,CHON,ester,638.72,596.5199603302623
4895,CCC1CC=CC1,CH,alkene,371.15,373.895866297522
10623,CCC(C)CCC1=CC=CC=C1,CH,aromatic,493.15,502.9328480801362
1744,C1CC(C1)C(=O)C2=CC=CC=C2,CHO,aromatic,533.15,490.95012736548574
2936,CC(C)NC,CHN,amine,323.54999999999995,323.50197332240003
2660,C1=CC=C(C=C1)NC(=O)N,CHON,aromatic,511.15,463.4940399776611
1229,CC(=CC(=O)O)C,CHO,alkene,470.15,465.1306645644631
3614,CCCCNC=O,CHON,amide,398.15,433.1553201290375
5903,CC1CC=CCC1C=O,CHO,alkene,391.0,431.5856240628815
4724,CCC(CCC(=O)O)N,CHON,carboxylic_acid,554.48,555.6277647788327
1253,COC1=CC(=CC(=C1)O)OC,CHO,ester,472.15,494.3264130272504
8345,CCN(CC)CC(OCC)OCC,CHON,ester,467.65,482.4949944721374
2719,C1CCNC(=O)C1,CHON,amide,529.15,500.6422557190727
5879,CC#CCC(C)(C)C,CH,alkyne,388.41,383.75403781578353
10118,CC1CC(=C(C1=O)O)N2CCCCC2,CHON,ketone,668.07,627.6962974541148
4648,COC1=CC(=NC(=N1)N)OC,CHON,ester,525.15,473.23533360833613
3077,CC(=C)N,CHN,alkene,337.33,319.94777491174676
982,CCCOC(=O)OCCC,CHO,ester,441.15,446.58208943362183
812,CCCCCCOCC,CHO,ester,416.15,412.9738159383672
6521,CCCCC/C=C/CO,CHO,alkene,478.98,468.82477297258725
4371,CCCC#CCO,CHO,alkyne,438.06,436.57986597664063
2335,CN(C)CCCCN(C)C,CHN,amine,441.15,428.4911638072628
1178,CC1=CC=CC=C1O,CHO,aromatic,464.15,471.6631989537259
2005,C/C=C(/C(=O)OCCOC(=O)/C(=C/C)/C)\C,CHO,ester,353.85,514.592885747586
3149,COC(=O)C=O,CHO,ester,491.05,432.13454471514603
10576,C1=CC(=CC=C1N)N=NC2=CC=C(C=C2)O,CHON,alcohol,483.15,533.8384499116893
6137,COC1CCCC(=C)C1,CHO,ester,423.77,425.3022514162351
9442,CCCCC#CC(C)(C)CC,CH,alkyne,457.05,456.56908604135634
2506,C1=CC2=CC=CN2C=C1,CHN,aromatic,478.15,463.9515276988287
