,SMIELS,Atom2,Func. Group,Actual,Predict
8020,CCCCCC(=O)CC(C)C,CHO,ketone,349.15,478.68347267138324
3413,CNCC(CO)O,CHON,alcohol,520.15,501.7977081486239
5270,CCNCC1CCCO1,CHON,ester,443.65,439.0934098067181
5665,C1CCC(C(CC1)O)O,CHO,alcohol,563.27,567.4163335721069
9797,CC1=CCCC(C1)(C)CCC=O,CHO,alkene,523.87,507.21624524779367
6733,CCCCCC(C)C(=O)O,CHO,alcohol,527.71,523.9386554918377
7055,CCCCC#CC(=C)C,CH,alkene,411.08,418.1817629386972
2832,CCN(CC)C1=CC(=CC=C1)OCC,CHON,ester,559.15,525.0997063609008
9983,CCC1=CC2=CC=CC=C2OC1=O,CHO,aromatic,572.15,550.1948711991151
7717,C1CCC2=NCCCN2CC1,CHN,amine,515.7,512.163548195682
6736,CNCCOCCOCCNC,CHON,ester,527.82,525.2031380033197
876,CC(C)C(=O)O,CHO,alcohol,427.55,436.43986583006733
10749,C1CCCCC/C=C/CCCC1,CH,alkene,523.16,502.1369100020771
1303,CCOC(=O)CCC(=O)C,CHO,ester,478.95,462.80547491690527
9567,CC(C)(C)OC1C2CCC1CC2,CHO,ester,483.55,487.675497346019
3461,C(CN(C(=O)N)N=O)CO,CHON,alcohol,585.54,533.4757369547367
10235,CCCC(CC)CCC(C)(C)C,CH,alkane,462.15,464.72861111098746
8921,CC1=CCC(CC1)C(=C)CO,CHO,alkene,540.83,533.3915269067857
10277,CCCCC(C)CCC(C)(C)C,CH,alkane,464.15,465.5634969030896
5355,C1=CC2C=CC1C2O,CHO,alkene,463.34,460.6132219622142
2515,CC1=CC(=CC=C1)NC,CHN,aromatic,479.65,494.9204504656137
4128,CC1=NC(CO1)(C)C,CHON,ester,385.15,423.03801190859144
7940,CCCCOCCOCCC(=O)O,CHO,carboxylic_acid,595.87,542.1183018329191
3330,C(CO)NNCCO,CHON,alcohol,444.15,493.4142899479189
8729,CC(C)C(C)(C(C)C)C(C)O,CHO,alcohol,516.03,492.85941554079056
4111,COCCCCOC,CHO,ester,381.72,396.5669444338042
4983,C1CC=CCC=C1,CH,alkene,388.65,385.45825837874133
6608,CCOC1CCCCC1=O,CHO,ester,492.43,480.9728918755096
4761,C(CCC(=O)N)CC(=O)N,CHON,amide,589.68,594.0439910749044
7323,CC(C)CCCOC(=O)C=C,CHO,ester,459.98,444.06108307729085
9715,CC(C)CC(C1=CC=CC=C1)O,CHO,aromatic,509.15,463.4958606563117
2974,CCCNCC,CHN,amine,354.15,367.64783710305517
10688,CC1C(=C(C2=CC=CC=C12)C)C,CH,alkene,509.0,459.66822162668245
496,CCC/C=C\C,CH,alkene,341.95,352.3240051899067
3236,CN1CCOC1=O,CHON,ester,368.92,389.3278822872883
2749,CCN(CC)C1=CC=C(C=C1)N,CHN,aromatic,534.15,535.5763089431282
4417,C=C1CC(C1)C#N,CHN,alkene,449.13,441.3256184699219
1760,CCC(C)(C)C1=CC=C(C=C1)O,CHO,aromatic,535.65,504.7148627794015
551,CC(C)(C#C)O,CHO,alkyne,377.15,394.50109545187377
3569,COCC(OC)OC,CHO,ester,380.82,392.90714569927866
3311,C1C(=O)COC1=O,CHO,ester,428.57,432.3323404205055
3318,CC(C(C)N)N,CHN,amine,435.3,430.46838555802776
1723,COC1=C(C=CC(=C1)CC=C)O,CHO,ester,528.15,493.2558949860123
4595,CNC(=O)CCC(=O)OC,CHON,ester,499.14,524.5882877737318
9118,CCCCOCC(COC(=O)C=C)O,CHO,ester,597.46,576.3786638058399
4501,CC(C)CC(CO)N,CHON,alcohol,472.15,473.67993177360415
6882,CN1CN(C(=O)N(CN(C1=O)C)C)C,CHON,amide,583.72,559.7285582585458
1289,CC(C=O)C1=CC=CC=C1,CHO,aromatic,476.65,462.35530169362835
10946,C=CCCCCCCCCCCO,CHO,alkene,563.02,553.849992432096
8337,CC12CCC(C=C1)(N(N2C)C)C,CHN,alkene,466.4,481.19090594456657
8735,CC(CC(C)O)CC(C)(C)C,CHO,alcohol,516.47,493.3361980829638
1953,C1COCCOCCOCCO1,CHO,ester,338.65,473.7267734873876
5895,CC12CCCC3C1C23,CH,alkane,389.89,405.54259110980894
9081,C1C2CC3CC(C2=O)CC1C3=O,CHO,ketone,583.86,545.9509844781816
294,CCC1CCC=C1,CH,alkene,370.95,378.6521668768981
1087,CC(=O)CC1=CC=CO1,CHO,aromatic,452.65,447.57598955040413
8892,CCCCC1CCCCC1O,CHO,alcohol,535.46,518.6952659676077
6811,CCCC1C(=C(C(=O)O1)O)C,CHO,ester,548.9,529.5862466506978
9662,CCC1=C(C(=CC=C1)CC)NC,CHN,aromatic,503.15,515.6156909686963
10486,CCC(C)C(C)(C)C(C)C(C)C,CH,alkane,473.15,466.9240901103015
5218,CCCC1CCNC1,CHN,amine,432.15,425.98696281940886
2027,CC1CCOC1,CHO,ester,359.65,372.2141030456091
9774,CCC(C)C1=C(C=C(C=C1)C)O,CHO,aromatic,519.15,513.5233370598662
6253,CCCCC(=O)OC(C)C,CHO,ester,440.42,441.61029361204146
3391,CN(C)C(=O)NCO,CHON,amide,499.78,508.6914318368739
8561,CC1=CC=C(C=C1)NC(C)C,CHN,aromatic,493.15,519.4819869879678
4030,CN(C)C(=C)N(C)C,CHN,alkene,358.32,356.9469803094677
8435,CC(=O)OC(C1=CC=CC=C1)N(C)N=O,CHON,ester,480.15,509.17782373854186
8241,C1CC2CC2CCC3C1C3,CH,alkane,448.22,466.3043427631295
7962,CC(C)C(CC(=O)OC)(C(=O)OC)O,CHO,ester,610.47,570.1141336757549
9001,CCOC(=O)C(=CN(C)C)C(=O)OCC,CHON,ester,561.32,543.1425547409353
9687,CCCCCCCCC(=O)OC=C,CHO,ester,506.18,494.90151001076845
8453,CCCN=CC1=CC=CC=C1,CHN,aromatic,482.15,493.62946610667495
8185,CC1(C=CC(C=C1)(C)C)C,CH,alkene,442.08,439.05286793734473
2243,C1=COC(=C1)C#N,CHON,aromatic,420.15,411.2133940665195
6163,CCCCC(C)(C)C=O,CHO,aldehyde,428.07,433.6813113451068
2288,CNCCO,CHON,alcohol,431.15,414.62557958825295
5709,CCOC(=C(C#N)C#N)C,CHON,ester,590.26,552.8612355516246
10559,CC(C)C(C)(C)C(C)C(C)(C)C,CH,alkane,479.15,461.8803661961867
10987,CCC#CCCCCCCCCO,CHO,alkyne,575.34,566.0841086383039
9055,CC1(C2CC(C1=O)(CC2=O)C)C,CHO,ketone,577.6,558.3346562829531
671,CC(=C)CC(=O)C,CHO,alkene,397.35,391.9818696692828
807,CCCC(C)CC=O,CHO,aldehyde,416.15,393.1512787184899
8738,CC(C)CCC(C(C)(C)C)O,CHO,alcohol,516.47,485.6277379887041
4236,CCCCOCC=O,CHO,ester,405.65,418.4211127449629
9737,CCCCC/C=C/C=C/C(=O)C,CHO,alkene,513.47,505.7439803105122
7284,CN1C2CCC1C(CC2)OC,CHON,ester,453.46,447.91875205899925
755,CCC(CC)C(=O)OC,CHO,ester,410.15,418.4683776054776
816,CC(C)C(=O)C(=O)C(C)C,CHO,ketone,417.65,482.13054707391666
9245,CCC(C)OC(=O)C1CCCCC1,CHO,ester,357.9,503.46902109155656
5086,CC(CC(=O)C)C=C,CHO,alkene,410.65,413.8515603037023
10635,CCCCCCCCCCCOC,CHO,ester,496.58,496.2252201847135
4869,CC1(C2C1C=C2)C,CH,alkene,363.7,387.2834145458644
3981,CN1C(=O)C2=C(N=CN2)N(C1=N)O,CHON,aromatic,336.15,416.3972915463543
10377,CCC(C)C(C)C(CC)C(C)C,CH,alkane,469.15,460.2655671984418
3486,CC1(C=C1)C,CH,alkene,287.15,347.18757048298374
2173,CC1CCCC(N1)C,CHN,amine,400.15,411.6427266055389
153,CC1=CCC(=C(C)C)CC1,CH,alkene,459.15,461.4288979939126
335,CC/C=C\C(C)C,CH,alkene,359.15,369.2282623620186
314,C/C=C/C(C)(C)C,CH,alkene,349.85,362.9907958789045
6366,CC1=CCC(CC1)C=O,CHO,alkene,454.99,453.1397584410127
9923,CCCCN(CCCC)CC(C)O,CHON,alcohol,555.46,529.5218280401331
7102,CCCCCC/C=C/C,CH,alkene,420.15,418.5051757684719
584,CC(C)CCOC=C,CHO,ester,385.65,379.3301675231592
10362,CCC(CCCC(C)C)C(C)C,CH,alkane,469.15,469.69526708868364
9143,CC(CN1CCN(CC1)CC(C)N)N,CHN,amine,613.14,552.419280614256
9352,CCC(CC)C(C)CC(C)C,CH,alkane,449.15,445.47455157446944
10096,C(CCCCCO)CCCCCO,CHO,alcohol,635.64,622.781522561275
5877,CCCC#CCC=C,CH,alkene,388.32,396.65718553649356
10438,CCCC(C)C(C)C(C)(C)CC,CH,alkane,471.15,471.7421563054745
2985,CC(C)CCCC(C)NC(C)C,CHN,amine,357.65,457.39478640182284
9475,CCCCN(CCC)CCCC,CHN,amine,463.72,466.78252970913
2476,CCN(CC)CCCC(C)N,CHN,amine,474.15,462.60988962370703
10707,CCC(CC)(C(CC)(CC)OC)OC,CHO,ester,512.54,483.31436386015537
8986,CC1(C(CCC(O1)(C)C=C)O)C,CHO,ester,554.9,549.9462561594165
8910,CCCC(C1CCCCC1)O,CHO,alcohol,539.69,518.6952659676077
1815,CC1=CC(=C(C=C1O)O)C,CHO,aromatic,549.15,520.8481913951292
7153,C1CC2CC1C=CC=C2,CH,alkene,430.13,417.6477149601781
7746,C1C(CC2=CC=CC=C21)N,CHN,aromatic,520.15,440.9560554443517
10501,CCCC(CC)C(C)(CC)CC,CH,alkane,474.15,465.86866085861834
7063,CC(C)N(C(C)C)C(C)C,CHN,amine,412.15,417.88150951814407
9755,C/C(=C\C1CC2CC1C=C2)/C=O,CHO,alkene,516.22,498.34038694065737
8636,CCC(C)(C)OOC(=O)C(C)(C)C,CHO,ester,502.58,486.4502681802637
2198,CCC(C)NC(C)CC,CHN,amine,408.15,409.893259269608
7727,CNCCCN(C)CCCNC,CHN,amine,518.3,486.8921112209764
6191,CCCCCC(=O)C=C,CHO,alkene,433.19,435.47308051840054
9032,CCCCCCC(C)NCCO,CHON,alcohol,570.31,556.97908636363
7700,CCC1(CCCCC1C)O,CHO,alcohol,512.82,494.53405115640624
7152,C1C=CCC2C1CC=C2,CH,alkene,430.13,435.3658394882497
7828,CCCC(C)(CC)CC(=O)O,CHO,alcohol,547.8,518.9827097715581
8293,CC1(CCCC(C1=O)(C)C)C,CHO,ketone,458.65,499.2181471150635
2561,CC1=CC=C(C=C1)C#N,CHN,aromatic,490.15,480.91221416873543
10629,CC(=C1C2C=CC3C2C1C=C3)C,CH,alkene,494.55,479.7576791832389
4317,C1CCOCOCC1,CHO,ester,423.54,428.46454756283663
3066,C(=O)(C(=O)O)O,CHO,alcohol,569.0,515.9754779555504
6120,C1C=C2CC=CC2=C1,CH,alkene,421.44,424.8850993384242
8357,CCOC(C(OCC)OCC)OCC,CHO,ester,468.65,504.2922443190621
10489,CCCCC(C)C(C)(CC)CC,CH,alkane,473.15,468.8301075974447
2395,CN(C)CC(CN(C)C)O,CHON,alcohol,454.65,473.08610711785764
5251,C1CCC2CC(C1)OO2,CHO,ester,439.95,436.73707417414175
9303,CC/C=C/C1(C(=O)NC(=O)NC1=O)C(C)C,CHON,alkene,432.15,583.5654482354448
10918,CCCCC1(CCCCC1)C(=O)OC,CHO,ester,552.17,539.7524762322915
1332,CC1(C2CCC1(C(=O)C2)C)C,CHO,ketone,482.15,506.6340285207962
8608,CC/C=C\CCOC(=O)C1CC1,CHO,ester,497.52,491.7623364287765
4631,CC(C)(CCO)CO,CHO,alcohol,518.01,495.59548111923414
8648,CC1CC2C(C2(C)C)CC1=O,CHO,ketone,504.87,483.11124946304625
8575,C1C2C3C4C1C5C2C3C4C5=O,CHO,ketone,494.56,495.8590410919693
2369,CN(C)C1=CC=C(C=C1)C=O,CHON,aldehyde,449.65,486.68769657685476
9710,CCCCCC(C)OC(=O)CCC,CHO,ester,509.06,498.6912597235063
8223,C=C1C2C=CC(C1=C)C=C2,CH,alkene,447.06,442.5710068721382
8766,CC(=CC(C(C)(C)C=C)O)C,CHO,alkene,517.63,497.8797299116772
9432,CCCCC(C)C(C)(C)CC,CH,alkane,455.15,447.71658744304773
6494,C1CC2CCC(=O)C2C1,CHO,ketone,472.48,471.4264448924357
11111,COC(=O)CCN1CCN(CC1)CCC(=O)OC,CHON,ester,631.16,636.7287506475667
8350,C1C/C=C/CCC/C=C/C1,CH,alkene,468.02,469.43368378921235
7029,CCCN(CCC)C(=O)OCC,CHON,ester,403.15,465.62865972453915
4541,C1COCCC1CO,CHO,ester,485.15,456.5806113655151
9397,CCCCC(C)(CC)C(C)C,CH,alkane,453.15,453.05765185464185
1238,CC1CC2=CC=CC=C2O1,CHO,ester,470.65,444.14417462088113
11003,C1CC2CC1C3C2C4CCC3C4O,CHO,alcohol,579.29,577.3946799033915
5801,CC(C)(C)NC(C)(C)C,CHN,amine,366.65,384.7054982100377
2595,C1CCN(CC1)C=O,CHON,amide,495.65,428.4509459915241
8572,CCCC(C1=CC=CC=C1)N,CHN,aromatic,494.15,485.09542846340867
4270,C1CCC(C1)CN,CHN,amine,413.15,413.36320505268577
5931,C1CC2CC2C3C1C3,CH,alkane,393.92,413.15725152047486
6349,CC(=O)C1(CCCC1)C,CHO,ketone,452.03,447.95029341750364
3463,C[C@](CO)(C(=O)O)N,CHON,carboxylic_acid,598.11,568.6398090003756
123,CCC(C)CC(C)(C)C,CH,alkane,399.65,405.3464683918077
2603,C1=CC=NC(=C1)C#N,CHN,aromatic,497.65,435.23948233882504
7420,CCCCC1CCCC1=O,CHO,ketone,470.15,476.9982424954334
3906,CN=C(NC#N)N(C)C,CHN,amine,555.25,535.4498993747554
10988,CCOC(=O)CCC1=CC2=C(C=C1)OCO2,CHO,ester,576.15,540.9829984421754
9287,CC1CCCC2N1C(=O)C(=CN2C)C(=O)N,CHON,amide,411.15,570.3437652112714
1299,COC1=CC=C(C=C1)C=C,CHO,ester,478.15,441.8477547434155
79,CC(C)CCCC=C,CH,alkene,386.35,386.74916743421716
4705,C1CCNC(=O)C(C1)N,CHON,amide,549.6,514.1580998392392
3728,CC1CC1C(=O)NN,CHON,amide,440.4,471.5109615351854
3267,C1CCONC1,CHON,ester,390.84,388.1675511148137
3272,CCOC(=O)C=O,CHO,ester,398.0,420.80775890604673
1714,C/C=C/C1=CC2=C(C=C1)OCO2,CHO,ester,526.15,449.0880572287458
1137,CC1CC(CC(C1)O)C,CHO,alcohol,460.15,466.12682182089407
1131,CCCCCC(=O)OCC=C,CHO,ester,459.15,449.4502861819523
5431,CC(=O)OC/C=C/OC(=O)C,CHO,ester,480.36,460.87343223423034
2314,CN(C)CCCO,CHON,alcohol,436.65,440.21347851587177
10821,CCCCC/C=C\C=C\C(=O)OCC,CHO,ester,533.15,536.3065522884352
1144,CC(CO)O,CHO,alcohol,460.75,441.14531862947047
4778,CC(CCO)(CCO)O,CHO,alcohol,610.19,580.2419725884915
4381,CCCCC(=O)NC,CHON,amide,440.92,470.16499008755494
3404,C(CC(=O)O)CN,CHON,carboxylic_acid,509.16,483.61566750641384
5643,C1CCC(CC1)(C#N)N,CHN,amine,554.16,515.3710145298153
2141,COC1=CC=CC(=C1)CCN,CHON,ester,391.65,446.287305681623
9727,CCCCCCC1C(CC(=O)O1)C,CHO,ester,511.57,509.98115195825415
863,CC(=O)C1=CC(=CC=C1)C(=O)C,CHO,aromatic,425.15,470.6800945351114
9732,CC(C)CC1=NC2=CC=CC=C2O1,CHON,aromatic,513.15,494.45013575237545
525,C1CO1,CHO,ester,283.75,307.4837569357436
8471,CCCCCOC(=O)C(C)(C)C,CHO,ester,483.39,475.2691584207821
8171,CC1CC(CC(C1)(C)C)C,CH,alkane,438.85,434.0388010831389
368,CC(C)CC(C)(C)C,CH,alkane,372.35,383.32321648014
2120,C1=CC=NC(=C1)CO,CHON,aromatic,385.15,439.89983534612077
9399,CCC(C)CC(C)(CC)CC,CH,alkane,453.15,447.3648906589557
7303,CCOC(=O)CC(C)(C)C=C,CHO,ester,457.19,452.26640897804384
589,CC(C)(C)CO,CHO,alcohol,386.65,398.13657744818454
4153,COC1=C(C=CC=N1)N,CHON,ester,390.15,411.08763983437393
4220,CC(CC(=C)C)O,CHO,alkene,402.15,427.54704018892244
7250,CCCC(CC(C)(C)C)O,CHO,alcohol,447.15,471.40421688359964
2965,C1=CN(C=C1)CC2=CC=CO2,CHON,aromatic,350.15,451.74133638349105
1147,C(CC=O)CC=O,CHO,aldehyde,461.15,412.3304450423768
6268,CCCCOCC(C)(C)O,CHO,ester,442.15,464.57982249532006
9039,CC(C)CCCCCC(CN)N,CHN,amine,572.58,544.5299303704974
5542,CCC1C(=O)CCC1=O,CHO,ketone,510.68,488.1955549153856
6509,CCCC(C(=O)OC)C(=O)OC,CHO,ester,476.15,480.3208193344004
8761,CCCCCC(C)(CCC)O,CHO,alcohol,517.35,486.014603505988
1168,CC(C)CCOC(=O)CC(C)C,CHO,ester,463.55,480.37393400221026
3508,CCOC(=O)CN=C=O,CHON,ester,339.65,430.8953973710909
5255,CC(C1CCCC1)O,CHO,alcohol,440.15,462.33201910258106
4262,C1CC2C=CC1OO2,CHO,alkene,411.96,417.6369222212518
10915,CCCC(C1CCCCC1)OC(=O)C,CHO,ester,551.49,521.9928821942054
850,CCOC(=O)C(C)(C)O,CHO,ester,423.15,464.420071520756
3809,C1COCCN1C#N,CHON,ester,475.42,429.8912686863249
6870,CCCC(CCC)(C#N)O,CHON,alcohol,573.67,520.936069243936
945,CCCCC(CC)C=O,CHO,aldehyde,436.15,432.1256908379188
9105,CCC(C1CCCCC1)C(=O)O,CHO,alcohol,593.02,567.4972317808428
8912,CCCC(=O)C(C)CC(=O)OCC,CHO,ester,540.05,530.5384051502025
1633,CC1COC(=O)O1,CHO,ester,515.15,401.2356247729157
7777,C1C(=NN(C1=O)C2=CC=CC=C2)N,CHON,aromatic,528.15,578.8771613053553
5372,CCOC(=O)NCC(C)C,CHON,ester,467.71,494.61634176877203
5621,CCC(CO)C(CC)O,CHO,alcohol,543.24,514.8384302085561
271,CC/C(=C/C)/C,CH,alkene,343.55,352.8778512522671
7864,COC1=C(C(=CC=C1)OC)C=O,CHO,ester,558.15,498.71066796371315
54,CC(=CC(C)(C)C)C,CH,alkene,379.95,384.0543901463544
5458,COC1CCC(CC1)O,CHO,ester,489.24,474.5456975800338
10270,CCCC(CCC(C)C)C(C)C,CH,alkane,464.15,466.97597511245647
3698,CCC(=O)C(C)O,CHO,alcohol,425.65,445.3018076820182
10085,CC1(CC(CC(N1)(C)C)OCCO)C,CHON,ester,625.12,597.976337086915
237,CCC=C,CH,alkene,266.95,312.4983987014282
9417,CCC(C)C(C)C(C)(C)CC,CH,alkane,454.15,454.43214599819726
3748,CC(N(C)N=O)OC(=O)C,CHON,ester,447.62,438.2500824520306
8249,COC(=C)C1C2CC3C1C3C2,CHO,ester,449.72,449.9678336009972
8525,CC1=CCCC(C1CO)(C)C,CHO,alkene,488.15,529.8221491934291
10482,CCC(CC)C(C)C(CC)CC,CH,alkane,473.15,470.93627549615286
3600,COC(=O)CN1CC1,CHON,ester,391.8,394.98900350345014
6503,CCC(C)C(C)CCO,CHO,alcohol,473.94,471.00828701439764
9643,CCC(=O)OCC1=CC=C(C=C1)OC,CHO,ester,500.15,465.5744263064663
7681,CCCCC(=O)NCCCC,CHON,amide,509.56,534.5576959984943
8950,CC(C)OC(=O)C1=CC=CC=C1N,CHON,ester,544.6,529.7757711743745
10240,C1=CC=C2C(=C1)C=CC=C2CCO,CHO,aromatic,463.15,555.574285373688
6908,CCC(CC)C(CC(=O)O)N,CHON,carboxylic_acid,599.8,578.1160116535405
8727,CCOC(=O)N1CC2CCC1C=C2,CHON,ester,515.97,503.0505803215374
3835,CC(C)(C)OC(=O)NN,CHON,ester,491.69,459.4617482011978
2404,C(CN)C#N,CHN,amine,458.15,442.04888497048626
10484,CCC(C)C(C)C(C)(C)C(C)C,CH,alkane,473.15,469.4017713168852
2448,CN(C)C1=CC=CC=N1,CHN,aromatic,469.15,408.57481098803544
3897,CC(CNCCO)O,CHON,alcohol,548.09,537.9230601959684
8103,CCCCC(CC)C(=C)C,CH,alkene,424.52,425.40782751806813
1251,CC(CC(C)O)O,CHO,alcohol,472.15,471.137472341586
8056,C1CCN=C(C1)C2=CN=CC=C2,CHN,aromatic,388.15,483.2412043782922
4229,C1CC2CC1CN2,CHN,amine,403.18,412.6341232412454
4379,CC12COC(OC1)OC2,CHO,ester,439.99,451.8350356653534
11128,CCCCN1C(=O)C2CC=CCC2C1=O,CHON,amide,643.42,602.1567524294901
5976,CC1CCCCC1=C,CH,alkene,401.35,395.9844258771136
3023,C(N=O)O,CHON,alcohol,378.06,378.23241847291695
10203,CC(C)CC(C(C)C)C(C)(C)C,CH,alkane,453.15,453.8536249886218
5775,C1C/C=C\C=C/CC1,CH,alkene,327.15,414.72168500209943
3177,C(C(C(=O)O)O)O,CHO,alcohol,597.67,574.7219894436297
2252,C1=CC=C(C(=C1)C#N)O,CHON,aromatic,422.15,491.80097913654487
5726,C(CNCCN)CNCCN,CHN,amine,605.16,591.43365435479
9340,CCCC(C)CC(C)(C)CC,CH,alkane,447.15,447.131594369954
3735,CCCN(C(=O)C)N=O,CHON,amide,443.71,421.1469533664398
9246,CCCCC1=CC=C(C=C1)C,CH,aromatic,362.15,471.6542204342677
8464,CC(C)CCOC(=O)CCC=C,CHO,ester,482.86,474.61036855386493
9361,CCCCC(CC)C(C)(C)C,CH,alkane,449.15,443.6777686147201
3194,C=C1C=C1,CH,alkene,300.85,326.0700045111583
22,CCCC#CC,CH,alkyne,357.65,364.118059193057
3331,COCCOC(=O)N,CHON,ester,444.29,450.6495347788587
4462,CC(CC=C)C(=O)O,CHO,alkene,461.65,467.10518856285034
1931,C(=O)C=O,CHO,aldehyde,323.54999999999995,366.40799341513946
11102,CCCC1C(C(OC(O1)CCC)O)CC,CHO,ester,625.78,586.8711146973758
9808,CCCC(C#N)C1=CC=CC=C1,CHN,aromatic,528.15,506.66610164939925
2857,C1CC(=O)N(C1)CCO,CHON,amide,568.15,518.5706277701825
4202,CCC#CC(=O)C,CHO,alkyne,399.75,405.97565715039184
7928,CCOC(=O)CC(C(=O)OCC)N=C=O,CHON,ester,588.19,569.1006904685601
2662,C(CNCCO)N,CHON,alcohol,512.15,502.7688440250657
11088,C1CC2C3C4C1C5C2C(=O)C3C4C5=O,CHO,ketone,616.68,609.2648011727975
9926,CCN1C2=CC=CC=C2C(C1=O)C,CHON,amide,556.15,492.27647041542855
6383,C1CC2CCC1CNC2,CHN,amine,457.48,460.7715356832274
4351,C(CCC=O)CC=O,CHO,aldehyde,434.2,432.35974732588136
10625,CC1=CC(=C(C=C1C)C(C)C)C,CH,aromatic,494.15,494.1802619940941
185,CC(C(C)(C)C)C(C)(C)C,CH,alkane,432.45,425.8040665044929
8290,C1CC2(CCC13CC3)CC2,CH,alkane,458.04,474.37569791854924
2015,C=CC(=O)OCCCCOC(=O)C=C,CHO,ester,356.15,499.3957821715418
9196,CC(=O)C(C(C(=O)C)C(=O)C)C(=O)C,CHO,ketone,643.0,614.9704121046526
3449,CN1C(=O)NC(=O)C=N1,CHON,aromatic,560.56,521.7508602896793
1965,CC1=COC=C1,CHO,aromatic,339.15,392.58901257192304
7128,CC1CCCCCC1C,CH,alkane,424.67,425.76115689325377
8787,CCCC(C)CCCC(C)O,CHO,alcohol,519.7,506.4414321437878
1183,C1C2=CC=CC=C2CO1,CHO,ester,465.15,409.5291456106454
9104,CCCCNC(=O)OCCOC(=O)C=C,CHON,ester,591.69,566.4021857824221
9266,C=CCOC(=O)COC1=CC=CC=C1,CHO,ester,389.65,499.9493326040669
1179,CCOC(C1=CC=CO1)OCC,CHO,ester,464.65,439.10726348245873
1214,CC(C)CCC(=O)C1=COC=C1,CHO,aromatic,469.15,461.0865447750374
2163,C1=CN=CN=C1,CHN,aromatic,396.95,427.13229971002056
1159,C1=CC=C(C=C1)CCCCC(=O)O,CHO,aromatic,463.15,570.6405971554303
1491,CCCCCCCOC(=O)CCC,CHO,ester,498.95,501.85404300824246
5439,CCOC(=O)C1CCOC1=O,CHO,ester,482.94,465.25562455169717
10259,CCC(CC(C)(C)CC)C(C)C,CH,alkane,463.15,468.73791297314824
2972,CC(C)CN(C)C,CHN,amine,353.65,369.88533450132564
1090,CC(=O)OC(C=C)OC(=O)C,CHO,ester,453.15,454.67205376198274
1989,C1CCC2(CC1)OCCO2,CHO,ester,346.15,460.57795535490095
9748,CC(C)C1CCC(CC1)CC=O,CHO,aldehyde,514.38,483.4884969341452
362,CCC1CCCCC1,CH,alkane,405.05,409.6720498149797
6569,CC1CCCC(C1C)O,CHO,alcohol,485.03,471.2181893873344
7867,CCC#CCCCCC(=O)O,CHO,alkyne,560.03,533.323589398459
1215,C1C(O1)COCCOCCOCCOCC2CO2,CHO,ester,469.15,599.9710224210239
9831,CCC(=CCCC(C)(C#C)O)C,CHO,alkene,534.39,513.282340767638
1757,CC(=O)CC(=O)C1=CC=CC=C1,CHO,aromatic,534.65,496.56366660367496
10839,CCCCC/C=C/CCC(=O)OCC,CHO,ester,536.54,529.9973174959193
5395,CC(=O)C1=CC=CN1C,CHON,aromatic,473.15,400.6262212006027
8479,CCOC(=O)C1C(C1(C)C)(C)C,CHO,ester,484.5,463.1237136447743
7351,CCC(CC)C(=O)OC(C)C,CHO,ester,462.86,450.12350499777335
9604,C=C1CCCCCCCCC1,CH,alkene,491.74,471.1421607119371
1891,CCOC(=O)C1=CC=C(C=C1)C(=O)OCC,CHO,ester,575.15,546.5366525603972
6416,CCCC1CCC(=O)C1,CHO,ketone,463.65,453.41919740131783
9821,CCCOC(=O)CC1=CC=CC=C1,CHO,ester,531.65,493.94839472792603
8929,CC(C)N1CCCN2C1=NCCC2,CHN,amine,542.04,538.5112504112839
10336,CC12C3(C1(C4(C2(C34C)C)C)C)C,CH,alkane,467.6,466.06066473379434
3144,C=CNC=O,CHON,alkene,483.15,409.5438423643287
11063,CN(C)CCC1=CNC2=CC=CC=C21,CHN,aromatic,605.27,522.4115815202573
1404,CC1=C(C(=CC=C1)O)C,CHO,aromatic,490.05,490.1429909246387
3359,CC(=O)CC(=O)N,CHON,amide,471.39,473.04698989368796
5905,CCC#CCC(C)C,CH,alkyne,391.2,379.60333163242296
706,CCCC(=O)OC(C)C,CHO,ester,403.65,421.5809913285369
3083,C=CC=N,CHN,alkene,349.38,348.9253735326969
10406,CCCC(C)C(C)C(C)C(C)C,CH,alkane,470.15,462.33967520248723
8830,COC1=C(C=C(C=C1)CC=C)O,CHO,ester,526.65,497.0047656730552
2114,C1CNCC=C1,CHN,alkene,381.15,403.5923965370247
2968,C=CC#N,CHN,alkene,350.45,361.5062512866835
1485,CC(=CCC/C(=C\CO)/C)C,CHO,alkene,498.15,509.28185105380896
8470,COC(=O)CCCCCCC=C,CHO,ester,483.3,484.6631142461721
383,CCCCC(C)CC,CH,alkane,391.15,394.15237816997205
6320,CCN1CCN(CC1)CC,CHN,amine,447.15,420.2536994424784
1871,C1CCC(CC1)C2=CC=C(C=C2)O,CHO,aromatic,567.15,494.6546905268003
6099,C#CC1=CCCCC1,CH,alkene,418.65,398.1348800301575
10391,CCC(C)CC(C)C(CC)CC,CH,alkane,470.15,467.4978034861372
5491,CN(C)CCOCCC#N,CHON,ester,496.7,502.9968336884959
1297,CC(C1=CC=CC=C1)O,CHO,aromatic,478.15,428.1661081167483
147,CC(C)C1CCC(=C)C=C1,CH,alkene,444.65,436.248241012647
5893,CC(=CCC(=C)C)C,CH,alkene,389.7,388.1254781913517
3776,CC1OCC(O1)CO,CHO,ester,460.15,470.5818922687266
